Index,Gx,Gy,Gz
0,196,107,-130
1,-72,-169,-135
2,-74,85,123
3,200,89,121
4,-78,97,-129
5,180,-171,107
6,-70,-157,-145
7,-346,94,-147
8,-336,-166,133
9,184,-161,119
10,-74,85,-127
11,-86,-166,121
12,-84,-164,121
13,-338,-154,117
14,-338,96,123
15,-102,90,-131
16,-342,360,136
17,190,109,-128
18,-78,-167,127
19,-78,99,117
20,-68,-165,121
21,-88,-162,131
22,-340,-154,119
23,-78,-163,-133
24,-70,-157,-133
25,-336,-162,121
26,186,99,131
27,-340,-166,135
28,-84,106,128
29,-92,94,-127
30,182,-165,127
31,-94,-162,-133
32,-336,84,115
33,-64,363,-158
34,-68,101,-151
35,182,95,123
36,-62,-159,-113
37,196,-159,-147
38,-74,-163,-137
39,-58,83,111
40,180,95,113
41,-84,366,-124
42,-344,86,135
43,-78,-161,121
44,178,99,-141
45,-78,-165,121
46,-72,105,-144
47,-340,98,-131
48,-66,-157,-111
49,-66,-159,-133
50,-74,105,-136
51,-82,112,-136
52,-84,84,103
53,-68,93,105
54,182,97,101
55,-84,104,-144
56,186,95,-139
57,178,-167,-115
58,-336,-158,123
59,198,359,104
60,178,-157,131
61,-80,360,-140
62,-74,91,109
63,190,99,127
64,-70,-155,-133
65,180,101,-153
66,190,369,-134
67,-72,111,-130
68,178,-169,125
69,-82,94,127
70,-338,96,-131
71,-350,-154,115
72,-82,-166,117
73,-76,97,-123
74,-86,92,-115
75,-58,-173,119
76,192,-165,127
77,-68,-157,-115
78,180,93,99
79,-62,89,101
80,204,-163,117
81,198,89,135
82,-70,-175,123
83,-78,-155,-131
84,-72,89,-143
85,180,79,-129
86,190,-159,125
87,-58,-179,125
88,-58,-185,131
89,-58,-165,129
90,196,91,-131
91,-68,-165,-149
92,190,-163,-131
93,188,-159,125
94,-72,81,115
95,-338,102,127
96,-84,-164,129
97,188,-157,115
98,-66,91,123
99,-70,97,-123
100,-66,-157,119
101,178,97,-153
102,-70,-163,-139
103,-80,76,-141
104,-60,-169,113
105,-62,89,-123
106,190,77,127
107,184,99,-137
108,-94,96,119
109,-352,-156,-125
110,184,101,-121
111,194,-155,119
112,-86,366,124
113,-68,365,-128
114,-336,-174,115
115,202,87,101
116,-62,-155,125
117,-80,-162,123
118,-62,-159,125
119,182,-167,-131
120,192,-167,125
121,-66,-181,91
122,182,93,-153
123,-60,-165,111
124,188,-177,-151
125,178,-175,105
126,-344,82,95
127,-82,-160,107
128,178,-163,-131
129,-72,-169,115
130,-76,87,127
131,-82,368,128
132,-84,360,116
133,-74,97,121
134,190,93,-145
135,182,87,113
136,-84,-170,133
137,-86,96,133
138,-338,-166,-151
139,182,83,-161
140,-338,92,-141
141,-98,80,-131
142,192,-181,109
143,188,103,112
144,186,107,100
145,-58,-157,119
146,190,363,124
147,-82,88,-119
148,-74,-171,-129
149,196,99,-129
150,186,-157,-135
151,-74,89,103
152,180,-161,-143
153,186,95,-127
154,198,107,-116
155,-348,98,-145
156,-336,98,115
157,190,97,101
158,-52,101,113
159,188,-159,-143
160,206,-161,-143
161,188,363,118
162,180,-167,-133
163,-78,97,127
164,178,359,118
165,178,93,-163
166,-82,-166,121
167,-94,90,129
168,-74,99,-117
169,186,-173,-139
170,-66,91,121
171,-78,99,99
172,-342,94,123
173,-338,96,-111
174,-82,90,-133
175,-338,-164,99
176,186,-175,-167
177,184,-187,109
178,180,-171,105
179,-340,90,119
180,-70,89,-149
181,202,-161,113
182,186,109,-142
183,180,-163,-143
184,-86,98,-145
185,-78,-165,101
186,194,91,123
187,-66,81,113
188,-88,-174,109
189,-344,-166,115
190,-82,94,97
191,-336,88,123
192,-336,88,-131
193,-78,-169,123
194,-344,96,-139
195,182,-157,-131
196,194,-159,129
197,194,97,123
198,-336,-158,-143
199,186,-169,133
200,178,79,-143
201,-62,-169,-139
202,204,-161,137
