Index,Gx,Gy,Gz
0,193,281,-350
1,-61,251,-66
2,-57,233,-36
3,-33,-15,258
4,235,219,48
5,275,-41,50
6,293,-21,44
7,293,-41,48
8,-29,-45,304
9,155,-41,82
10,-205,-72,74
11,-545,-414,29
12,-583,-516,3
13,-299,-536,235
14,-207,-240,-43
15,-115,155,-306
16,-45,297,-318
17,-3,147,-323
18,13,197,-85
19,-17,135,-79
20,-59,291,-54
21,155,189,234
22,135,-169,-21
23,-141,-444,-307
24,-153,208,212
25,-165,94,-62
26,-179,98,-46
27,-179,48,-26
28,-105,263,-28
29,175,37,-310
30,-95,-111,-355
31,-149,280,-347
32,-435,636,-374
33,-201,668,-388
34,-475,520,-134
35,-463,604,-323
36,-169,946,285
37,-527,2112,158
38,-139,3441,-32
39,-431,4615,184
40,-393,5355,3
41,-485,5852,-210
42,79,5501,-138
43,293,5650,-278
44,-107,6958,-778
45,187,8787,-1421
46,-501,11830,-1638
47,-277,14793,-2129
48,-1009,19196,-3178
49,-629,22765,-4116
50,-439,25428,-4422
51,67,26148,-3765
52,439,25922,-2856
53,533,23608,-1769
54,695,21246,-977
55,521,18655,-4
56,245,16744,992
57,317,15463,1592
58,313,13723,1964
59,327,11031,1692
60,47,8509,1562
61,213,7051,902
62,-31,6113,279
63,341,5513,-101
64,95,4977,-480
65,-509,4156,-58
66,-1053,3060,439
67,-1545,1978,122
68,-1737,218,470
69,-1801,-2181,455
70,-2441,-3042,38
71,-1727,-4673,-125
72,-1379,-6384,-947
73,-557,-8223,-1552
74,-87,-9386,-1678
75,855,-11215,-1803
76,449,-12740,-1896
77,551,-14801,-1456
78,193,-16834,-210
79,-225,-19356,387
80,-515,-21253,1256
81,-827,-23598,1944
82,-1625,-24992,2373
83,-1691,-24811,2872
84,-2377,-25118,2847
85,-2629,-24677,2722
86,-2649,-24861,2932
87,-2729,-25816,2821
88,-2875,-26534,2929
89,-2793,-26556,2394
90,-2581,-26854,1571
91,-1679,-26480,1329
92,-1103,-25052,566
93,-81,-22874,415
94,967,-20304,176
95,2415,-19363,409
96,2795,-18626,202
97,3219,-20248,433
98,3097,-22246,235
99,3321,-23674,152
100,3001,-24522,32
101,3343,-24445,205
102,2891,-22828,741
103,2925,-20032,1407
104,3165,-15709,1530
105,3789,-12507,2466
106,3721,-11206,2707
107,3639,-10283,3434
108,3387,-10312,2859
109,3051,-9349,2419
110,2617,-7031,1179
111,1955,-4827,959
112,1065,-3155,582
113,297,-1819,395
114,-805,-962,-396
115,-1587,-614,-492
116,-1407,123,-490
117,-2019,1232,-178
118,-1345,2495,-167
119,-1309,4782,-517
120,-1509,6934,-139
121,-1565,9105,-865
122,-1793,11991,-944
123,-2441,13387,-1359
124,-2731,15070,-2021
125,-3095,16264,-2149
126,-3055,17976,-2469
127,-3081,20500,-2641
128,-2875,23222,-3463
129,-2903,24696,-4397
130,-3157,25546,-5022
131,-3139,26218,-5526
132,-2407,26161,-5991
133,-2449,26818,-5872
134,-1411,27517,-6618
135,-1209,28692,-6376
136,-689,29813,-6972
137,-1077,30169,-7298
138,-1295,30485,-7207
139,-1767,29509,-6727
140,-2343,26730,-6119
141,-2527,23893,-5363
142,-2277,21573,-4328
143,-2199,20505,-3986
144,-2285,20451,-3589
145,-2753,21958,-3133
146,-2889,24381,-2260
147,-3619,24439,-1398
148,-3765,21923,-97
149,-4155,17344,857
150,-3047,13291,731
151,-1963,11152,845
152,-323,9933,58
153,-363,8472,-30
154,-345,7745,-454
155,-751,7506,-259
156,-1053,7358,-100
157,-953,6218,-87
158,-777,5908,-303
159,-1011,5437,-310
160,-1175,3070,-531
161,-1417,1652,-351
162,-1415,647,324
163,-2031,-190,-338
164,-1951,-830,-256
165,-1311,-1820,-282
166,-645,-3525,-462
167,-335,-5109,-138
168,-527,-6608,-136
169,149,-8216,-306
170,779,-9549,434
171,445,-11096,784
172,577,-13343,943
173,291,-14896,1076
174,361,-16991,1579
175,231,-17785,2187
176,167,-17733,2871
177,9,-17181,3017
178,-95,-17034,2540
179,-83,-17136,2510
180,-391,-18250,2406
181,-711,-20242,2375
182,-1533,-21818,2117
183,-1773,-22712,2658
184,-2099,-23823,3472
185,-2063,-25281,3699
186,-1369,-26363,3625
187,-787,-27252,3605
188,167,-26842,2527
189,1271,-26195,1937
190,1693,-24987,516
191,1255,-23916,349
192,1199,-23093,-44
193,703,-23088,-106
194,659,-23506,-919
195,463,-22772,-772
196,487,-22294,-1113
197,897,-21911,-1200
198,1277,-21848,-1156
199,1843,-22024,-1344
200,2427,-20704,-257
201,3333,-18113,1808
202,3181,-15588,2989
