Index,Gx,Gy,Gz
0,-372,-718,229
1,-272,-884,227
2,38,-731,210
3,20,-461,121
4,-36,-392,302
5,-322,512,249
6,-308,964,149
7,276,1209,-237
8,124,1869,68
9,504,3177,-493
10,244,5466,-576
11,696,8038,-1013
12,1472,9552,-1837
13,1648,10274,-1705
14,2390,11009,-1699
15,2412,11769,-1707
16,2326,12103,-1730
17,1654,12738,-1812
18,1680,13615,-2019
19,1406,14218,-1965
20,1130,15401,-2851
21,606,17918,-3177
22,588,20275,-3459
23,332,21424,-3370
24,114,21411,-2914
25,28,20817,-1999
26,-66,19326,-1630
27,-494,18220,-1152
28,-866,17524,-580
29,-1316,18310,-440
30,-1524,18386,-527
31,-1170,17238,77
32,-600,15645,496
33,-506,13717,902
34,-502,11528,961
35,-212,10190,1471
36,-284,8240,1319
37,138,7121,1621
38,132,6421,1239
39,-92,6006,1236
40,-528,4724,1342
41,-616,4011,1176
42,-882,2799,1042
43,-940,1778,601
44,-528,630,736
45,-486,301,914
46,-180,-893,552
47,-100,-2343,442
48,-428,-3728,231
49,416,-5997,-335
50,554,-7873,-338
51,902,-9416,-549
52,1344,-11845,-828
53,662,-14312,-6
54,88,-16652,273
55,-204,-18769,642
56,-1062,-19687,1167
57,-2044,-20409,1780
58,-2248,-20157,1656
59,-2616,-20380,2116
60,-2452,-20725,1646
61,-2092,-21172,1471
62,-1748,-22228,1283
63,-1814,-23404,1647
64,-1924,-23872,2305
65,-2034,-23575,3291
66,-2226,-24373,3828
67,-2790,-24810,4704
68,-2838,-24371,5120
69,-2840,-23606,5013
70,-2286,-23896,4410
71,-2014,-23375,4524
72,-1854,-22313,3676
73,-1548,-21173,3970
74,-1690,-20064,3271
75,-1374,-19713,3310
76,-648,-18761,3169
77,-100,-18771,3260
78,234,-19357,3469
79,884,-20379,2855
80,530,-20475,2741
81,298,-20183,2817
82,-74,-20055,3098
83,-978,-19718,2653
84,-1138,-18680,2997
85,-1174,-17267,2384
86,-1578,-15024,1748
87,-1254,-13279,1224
88,-1222,-11560,729
89,-770,-10846,273
90,-138,-10836,366
91,566,-9969,-127
92,1286,-8228,-454
93,1656,-6452,-597
94,2250,-5545,67
95,2216,-5489,-6
96,1766,-4880,-300
97,1682,-3159,-65
98,1478,-2201,-408
99,508,-1492,-459
100,478,-616,-827
101,258,-30,-944
102,64,685,-1438
103,-44,2110,-1479
104,-454,2686,-1360
105,-488,2845,-1284
106,-890,2437,-980
107,-1200,2592,-1215
108,-1340,3163,-964
109,-1162,4369,-1286
110,-1468,5801,-1164
111,-1266,7951,-1517
112,-1828,10716,-1719
113,-1708,13260,-1415
114,-1758,14996,-1505
115,-1754,16366,-1732
116,-1856,17278,-2255
117,-1124,17309,-2313
118,-1318,17298,-2736
119,-530,18012,-3488
120,386,19529,-3819
121,1004,20191,-3714
122,1298,20660,-3554
123,1988,20963,-3568
124,1942,20520,-3966
125,1770,20040,-3856
126,1634,19782,-3894
127,1916,20299,-4487
128,1580,20341,-4168
129,1886,20283,-4798
130,1908,20117,-4361
131,1798,19671,-3890
132,1022,18784,-3161
133,1032,16087,-3138
134,528,14802,-3045
135,854,14065,-3167
136,884,15241,-3767
137,916,16056,-4008
138,1160,17157,-4346
139,1398,19345,-4823
140,1032,21203,-4973
141,580,22238,-4546
142,238,22720,-3733
143,-292,22392,-3457
144,-990,20614,-2017
145,-1846,17558,-992
146,-2516,14724,198
147,-2942,12786,750
148,-2710,11674,1579
149,-2258,10483,1555
150,-2168,10224,1164
151,-1584,9964,947
152,-898,9451,830
153,-258,9754,926
154,300,9346,853
155,896,7747,1544
156,554,5686,1366
157,852,3772,1589
158,996,2440,1465
159,1360,1575,756
160,610,1904,720
161,100,1580,163
162,52,1345,211
163,364,243,372
164,332,-564,-12
165,250,-2164,-400
166,592,-4181,-14
167,860,-6307,-34
168,818,-8489,-261
169,116,-11064,67
170,46,-14195,-277
171,-458,-17779,306
172,-1012,-20265,814
173,-1804,-21200,1310
174,-2026,-21983,1982
175,-2326,-21673,2111
176,-2266,-21905,2219
177,-2278,-21559,3069
178,-2826,-21844,3073
179,-2968,-22124,3630
180,-2936,-22967,3638
181,-3444,-23384,4136
182,-3374,-23027,4164
183,-3404,-22671,4426
184,-3222,-22088,4556
185,-2626,-21793,4574
186,-2638,-21028,4545
187,-2526,-21153,4369
188,-2832,-21632,4401
189,-2230,-22769,4253
190,-2156,-23482,4439
191,-1834,-23195,3992
192,-1554,-21560,3497
193,-1120,-20119,2886
194,-1346,-19100,2958
195,-732,-19024,3150
196,-972,-19144,3117
197,-740,-18637,2552
198,-1070,-16554,2429
199,-1170,-16170,2342
200,-1048,-16104,2237
201,-1022,-16318,2631
202,-106,-15665,1820
203,50,-13157,1709
