Index,Gx,Gy,Gz
0,-90,104,-141
1,-90,98,-142
2,158,-160,-124
3,160,-154,106
4,160,360,121
5,158,100,112
6,-108,-177,122
7,-104,-167,116
8,-98,372,117
9,160,106,129
10,166,92,-132
11,-82,90,-140
12,170,78,-158
13,-84,100,-136
14,-108,-161,124
15,156,100,-118
16,-98,-176,-142
17,160,94,-134
18,-86,90,-130
19,162,-160,116
20,170,-172,-138
21,-362,83,-140
22,-104,97,-138
23,-94,364,115
24,164,98,-142
25,-84,106,-159
26,-90,372,-121
27,164,364,127
28,160,102,-138
29,158,-168,-118
30,-366,77,114
31,-362,87,-154
32,-96,-164,-150
33,-86,96,-138
34,-100,98,130
35,170,102,120
36,160,82,134
37,-84,-170,118
38,-94,96,120
39,-92,-166,-134
40,-94,-164,98
41,-100,92,-128
42,-104,97,-142
43,-82,92,112
44,160,-154,112
45,-88,-154,108
46,156,-164,-126
47,-364,-173,-148
48,154,-160,-136
49,-362,103,114
50,-102,100,108
51,170,108,-119
52,160,96,-126
53,154,82,-144
54,-90,88,-154
55,164,-162,132
56,166,88,126
57,-362,109,111
58,-100,84,-136
59,-360,375,129
60,-360,85,-148
61,-104,-173,102
62,174,-158,138
63,-100,94,116
64,-362,-163,-132
65,158,100,-118
66,-110,97,110
67,-112,363,-137
68,-98,-154,104
69,164,98,116
70,166,102,-142
71,154,-166,-130
72,-96,82,-134
73,-96,104,131
74,-106,367,119
75,-122,-169,-136
76,-94,90,-136
77,-94,98,-140
78,-78,82,-134
79,-90,88,134
80,-84,84,-146
81,158,98,-126
82,156,-154,-136
83,-360,-171,120
84,-106,93,102
85,-108,109,127
86,-110,93,112
87,-104,-159,108
88,-96,368,133
89,-112,91,-138
90,-366,95,110
91,-90,108,-151
92,174,372,105
93,-80,112,109
94,164,-162,88
95,-94,104,127
96,160,84,-142
97,-98,-158,-142
98,168,84,-138
99,-98,88,98
100,-84,100,128
101,-92,104,-151
102,162,-162,-154
103,162,-162,-140
104,-110,99,-132
105,168,-158,116
106,162,-154,-134
107,168,-160,128
108,-88,-172,124
109,-364,85,-140
110,-104,85,110
111,-100,-162,-162
112,-102,-170,120
113,154,-180,134
114,160,-168,134
115,166,-160,118
116,-100,362,-115
117,-104,-159,-152
118,158,-158,-124
119,158,-162,-140
120,-98,-160,-134
121,-108,-155,-158
122,158,100,-148
123,-102,92,-118
124,-104,87,-124
125,-98,82,-110
126,-98,-174,-134
127,-108,-167,-160
128,-90,-174,-150
129,-90,-154,-136
130,-90,-170,122
131,-94,-160,-110
132,154,90,-128
133,-362,-155,114
134,-104,-159,-138
135,-362,87,-120
136,162,100,-144
137,-100,96,126
138,-102,-168,122
139,-366,95,124
140,-368,-165,-128
141,-98,98,120
142,166,96,-144
143,164,-180,-136
144,-92,-166,-132
145,156,86,-132
146,-360,91,-146
147,156,84,-134
148,-90,100,-130
149,-86,94,-122
150,-100,-164,-144
151,-90,-156,94
152,164,104,107
153,-88,106,127
154,-92,96,-134
155,-82,-160,110
156,-98,-158,-136
157,156,108,-171
158,-106,-159,-154
159,-360,113,-123
160,-370,-155,-138
161,174,-162,-144
162,184,102,118
163,166,98,-146
164,-360,101,-146
165,164,102,122
166,-100,106,-155
167,-82,90,-126
168,166,96,-126
169,-126,-153,126
170,-362,91,-132
171,-112,-165,138
172,-366,-165,-126
173,-90,90,118
174,-76,-162,-132
175,-76,100,-136
176,-86,110,-133
177,176,108,113
178,168,90,114
179,158,92,-148
180,-102,-162,-152
181,-108,-153,-124
182,162,-160,-118
183,-362,-169,120
184,-96,104,123
185,164,-156,-124
186,-90,96,112
187,-360,95,132
188,-98,106,-135
189,164,-162,-144
190,166,364,-131
191,-102,-162,120
192,166,-160,-140
193,158,-174,-168
194,-92,88,-154
195,154,-168,-146
196,156,364,-131
197,164,-178,130
198,-360,89,104
199,-80,88,114
200,-100,94,128
201,-102,-170,-160
202,-98,-158,-138
203,158,-154,124
