Index,Gx,Gy,Gz
0,-472,4127,-681
1,-418,4079,-226
2,156,4190,-305
3,182,4232,-649
4,136,4490,-862
5,-440,6839,-1239
6,-400,9567,-1355
7,242,11458,-1968
8,204,12983,-2193
9,442,13508,-2514
10,542,13845,-1887
11,1098,12890,-1823
12,1130,11726,-1546
13,938,11514,-1460
14,488,13113,-1475
15,440,14517,-1694
16,738,15437,-1328
17,454,15021,-801
18,602,14356,-325
19,398,13236,163
20,-112,12359,393
21,-94,11892,734
22,-476,11675,790
23,-182,11267,653
24,196,10070,691
25,228,8768,467
26,174,6244,464
27,-168,4035,728
28,-276,2553,754
29,-434,1382,710
30,-326,742,771
31,-732,-553,252
32,-670,-1515,185
33,-272,-2478,-341
34,-510,-3654,-311
35,-240,-5218,-1101
36,-610,-7311,-1087
37,-94,-9120,-961
38,-96,-11885,-1542
39,54,-13861,-964
40,40,-15791,-1173
41,-8,-18430,-488
42,-222,-20448,226
43,-760,-21778,635
44,-1348,-22726,1699
45,-2280,-23777,1972
46,-2430,-24500,2664
47,-2710,-25581,2783
48,-2506,-27842,2830
49,-2446,-29381,1966
50,-1972,-30024,1902
51,-1380,-29176,1490
52,-988,-28000,1136
53,-304,-25641,163
54,126,-24373,-535
55,352,-23689,-1025
56,564,-24300,-1578
57,604,-24551,-1593
58,1276,-26127,-2056
59,1854,-28139,-1816
60,2042,-29689,-2527
61,2798,-30406,-3249
62,2678,-29056,-3125
63,3060,-26102,-3039
64,3866,-21034,-1835
65,4458,-15879,-74
66,5458,-11695,1523
67,6046,-10189,3001
68,6994,-11116,3236
69,6998,-11808,2436
70,6302,-12045,2298
71,5900,-10544,1643
72,4896,-8545,1321
73,4326,-6388,1153
74,3076,-4444,593
75,1610,-3189,95
76,668,-2979,-346
77,-474,-3165,-124
78,-808,-2511,131
79,-1056,-1306,241
80,-734,978,282
81,-1082,3435,55
82,-838,5365,-134
83,-690,7826,-569
84,-1084,9508,-1223
85,-1348,12331,-1599
86,-1936,15029,-1862
87,-1754,18940,-2473
88,-2324,21963,-2684
89,-2744,24429,-3016
90,-2796,26400,-3158
91,-3030,28280,-2830
92,-2674,29008,-3142
93,-1868,29054,-3638
94,-1724,29003,-4207
95,-1284,29254,-4484
96,-1390,29271,-4892
97,-1440,28357,-5173
98,-1026,26968,-5637
99,-1420,26181,-5499
100,-1926,25547,-5676
101,-2264,25388,-6146
102,-3644,25926,-5953
103,-4554,26208,-5995
104,-4788,25341,-6104
105,-4398,24421,-5330
106,-3394,23502,-4456
107,-2966,23092,-3014
108,-2662,23107,-2228
109,-1984,23100,-1055
110,-1954,22149,-193
111,-2024,19641,667
112,-1908,17444,1097
113,-2240,15356,978
114,-2656,13533,1068
115,-2172,11569,942
116,-1220,8950,448
117,-1448,6741,374
118,-748,5584,-131
119,-1118,5177,-48
120,-356,5180,-263
121,-180,4099,-463
122,290,1883,-298
123,586,-212,-270
124,578,-1440,-411
125,662,-2522,-604
126,144,-3211,-657
127,300,-4700,-356
128,256,-6859,-905
129,442,-8973,-1157
130,930,-10869,-1232
131,1558,-12492,-1106
132,1776,-14049,-711
133,1866,-16285,60
134,1526,-18401,613
135,1132,-20079,1273
136,484,-19945,1501
137,312,-20298,2020
138,-204,-20700,2540
139,-782,-21395,2502
140,-1016,-22876,3250
141,-1128,-23584,2932
142,-716,-24070,3169
143,-236,-24696,3150
144,292,-23615,2831
145,910,-23539,2264
146,1892,-23757,1939
147,2050,-24393,1823
148,2132,-24801,1155
149,2696,-25290,502
150,2590,-25690,342
151,2894,-26950,41
152,2750,-28784,162
153,2330,-29612,-256
154,1582,-29098,-563
155,1060,-27177,-124
156,994,-23139,540
157,1434,-19022,1780
158,1584,-16331,2877
159,2496,-15462,3534
160,3214,-15181,3879
161,3662,-14870,3488
162,3892,-13259,3343
163,3666,-11129,3148
164,3658,-9208,2444
165,2914,-8507,2353
166,1584,-8355,1888
167,406,-6711,1671
168,-640,-5437,1532
169,-1154,-4295,1010
170,-986,-3684,1102
171,-1040,-3343,779
172,-576,-2338,305
173,-312,-825,140
174,212,1242,246
175,246,3177,-180
176,378,3931,-378
177,310,4875,-549
178,86,6046,-375
179,-132,7180,-572
180,-628,8851,-315
181,-282,9794,-998
182,-1034,10993,-992
183,-836,13256,-1510
184,-1376,15941,-1425
185,-1570,18060,-2310
186,-1716,20583,-2934
187,-1552,23302,-3698
188,-924,26484,-3691
189,-86,28352,-3410
190,626,29536,-3655
191,890,29189,-4054
192,424,28167,-3867
193,-106,26279,-4583
194,-538,24415,-4894
195,-632,24030,-5623
196,-844,23673,-5890
197,-1094,23981,-6343
198,-942,24172,-6355
199,-1408,24217,-6648
200,-1972,24812,-6791
201,-2246,24719,-6776
202,-2122,24404,-6186
