Index,Gx,Gy,Gz
0,159,136,-127
1,-113,-122,-121
2,-109,128,-121
3,169,136,-145
4,-109,-122,-129
5,-379,139,129
6,-117,139,-105
7,-109,132,137
8,-101,130,-147
9,-109,134,-147
10,-115,131,-123
11,-373,129,-139
12,165,126,-137
13,-83,146,-110
14,-95,-124,-141
15,-107,-138,127
16,163,-118,-141
17,165,138,-127
18,163,130,121
19,163,128,-151
20,-101,120,-135
21,-99,-122,123
22,159,-122,137
23,159,132,-121
24,-89,132,-149
25,157,130,-125
26,151,128,-129
27,151,136,-119
28,159,126,-139
29,147,132,125
30,-105,-120,133
31,-101,114,-121
32,-113,-128,131
33,-93,-138,135
34,171,-128,-117
35,161,134,-137
36,147,-120,-123
37,-109,-132,117
38,145,136,101
39,-115,139,121
40,-109,132,129
41,-109,-122,129
42,149,116,-121
43,145,-136,-119
44,-89,-124,133
45,-97,-126,129
46,-95,134,123
47,157,134,-131
48,-101,126,133
49,-105,116,-147
50,-109,112,109
51,-111,-132,-153
52,157,-136,-151
53,-87,-122,-143
54,167,132,121
55,149,128,107
56,157,148,106
57,159,-122,121
58,157,130,-137
59,151,-136,117
60,171,-126,131
61,-83,138,127
62,-89,132,-139
63,-77,142,126
64,-79,-122,-133
65,171,126,123
66,153,118,111
67,-105,130,107
68,-117,131,125
69,171,124,-123
70,151,-134,135
71,147,-128,-125
72,-97,-134,-127
73,169,128,117
74,-105,-136,-139
75,157,120,-127
76,-113,122,141
77,-103,-124,141
78,-119,-123,115
79,151,126,-133
80,-101,142,140
81,-109,130,-135
82,-109,-126,-149
83,-93,-124,127
84,-89,148,120
85,169,-130,127
86,-89,120,131
87,-117,137,-125
88,153,122,121
89,-101,128,-129
90,-121,137,127
91,153,122,131
92,167,-118,-135
93,-117,135,109
94,-101,-120,-139
95,157,-140,-139
96,151,126,107
97,147,102,115
98,151,130,119
99,149,138,-119
100,-91,144,118
101,-93,124,-117
102,155,128,-125
103,-103,-122,115
104,145,-136,-119
105,153,-120,117
106,-371,-131,-123
107,-107,-122,-127
108,153,398,128
109,145,136,-129
110,155,-120,-137
111,-373,129,-137
112,-377,-119,123
113,-93,126,-141
114,-103,136,119
115,-95,144,114
116,153,-120,125
117,-111,140,-121
118,-95,-122,-111
119,-101,122,-131
120,-111,132,129
121,-109,400,-128
122,-103,126,135
123,-373,-125,113
124,163,128,-127
125,-93,126,-131
126,147,-124,131
127,-103,138,-123
128,-97,-118,-129
129,-101,-126,121
130,161,-122,115
131,-93,-124,131
132,157,-122,143
133,-95,134,-117
134,149,124,125
135,163,-116,-125
136,-93,138,133
137,151,-122,115
138,159,136,-143
139,-99,-126,-139
140,-105,-130,-131
141,153,-122,137
142,171,138,133
143,-91,142,130
144,149,-118,127
145,-123,-129,-115
146,147,-134,133
147,157,-130,125
148,-91,142,-124
149,161,132,-127
150,147,128,127
151,-79,408,130
152,-99,146,-126
153,159,-120,111
154,151,-142,103
155,155,122,113
156,-91,142,102
157,-87,-122,-147
158,-99,126,119
159,-99,144,-128
160,-91,136,125
161,155,-126,-129
162,151,-134,109
163,-101,120,119
164,-105,144,-128
165,-111,144,-122
166,-123,-119,131
167,-371,143,128
168,-105,138,121
169,-107,132,113
170,149,-140,119
171,159,126,-117
172,-85,134,-123
173,165,132,131
174,-113,130,125
175,-117,137,-119
176,153,116,-121
177,-105,-124,117
178,155,-124,121
179,-95,-120,-139
180,-103,400,-132
181,-83,124,115
182,-85,-120,-137
183,167,402,-130
184,153,130,127
185,-119,139,-121
186,153,140,-131
187,-105,146,118
188,-109,-122,-131
189,-101,132,111
190,149,-118,-145
191,-99,-120,123
192,155,134,115
193,-89,128,131
194,-93,134,-121
195,159,-132,137
196,-107,-122,-127
197,-101,-126,-135
198,145,-118,-115
199,-377,407,-132
200,-113,122,121
201,-99,130,117
202,163,400,-124
