Index,Gx,Gy,Gz
0,123,970,-403
1,63,942,-143
2,-45,660,-315
3,-133,1047,312
4,-469,695,128
5,-259,709,194
6,-257,1089,236
7,-257,1171,28
8,-317,1759,311
9,-169,3516,244
10,-391,4512,325
11,-487,5525,-72
12,-93,5368,-90
13,-75,5120,-87
14,171,5176,-184
15,139,5224,-274
16,-171,6173,-384
17,-525,6437,-811
18,-375,7169,-727
19,-369,7437,-622
20,-499,7611,-605
21,-151,7835,-792
22,-57,8016,-1037
23,33,8276,-1010
24,377,8664,-949
25,305,8937,-600
26,783,8824,-264
27,655,8491,-218
28,863,8408,-208
29,463,8498,-555
30,59,8791,-1031
31,241,9553,-1338
32,187,9915,-1449
33,279,11447,-1581
34,731,12845,-2359
35,1075,13135,-2068
36,1427,11865,-2024
37,1495,11132,-1338
38,497,10899,-696
39,-243,11651,-718
40,-829,11594,-922
41,-1375,11002,-979
42,-2127,10629,-1054
43,-1809,9351,-584
44,-1393,8827,-570
45,-845,9258,-1008
46,-1087,9138,-996
47,-807,8262,-565
48,-661,7264,-950
49,-1033,5715,-483
50,-839,4977,-287
51,-1165,4143,-417
52,-1453,3308,-96
53,-1553,2928,-40
54,-1327,2384,-40
55,-1581,1590,-67
56,-1267,748,-367
57,-1145,450,-175
58,-1463,-1,-458
59,-649,-1148,-484
60,-643,-2499,-460
61,-199,-4138,-127
62,-589,-5811,-59
63,-185,-7731,-315
64,11,-10018,-132
65,361,-11138,-339
66,363,-10702,-53
67,243,-10616,-316
68,-57,-11092,-33
69,111,-11396,71
70,483,-12254,437
71,859,-13215,252
72,1085,-14202,-2
73,1301,-14865,184
74,1727,-15914,451
75,1499,-16758,21
76,1049,-16891,117
77,647,-16533,770
78,779,-16306,907
79,-19,-15067,737
80,285,-13256,870
81,-189,-12499,1252
82,-131,-12160,714
83,-323,-12162,886
84,-777,-12379,899
85,-793,-13096,967
86,-1255,-13245,1120
87,-1269,-14611,1299
88,-867,-15754,1187
89,-645,-16318,1231
90,-567,-16472,1540
91,237,-16872,1665
92,511,-17131,1575
93,1505,-16319,1141
94,2911,-15160,592
95,3025,-13922,73
96,2725,-13137,-279
97,1925,-12405,-405
98,907,-13158,-265
99,183,-14547,-903
100,195,-16244,-907
101,301,-17400,-573
102,377,-18015,-232
103,1075,-18212,-850
104,2015,-17253,-705
105,3517,-15102,-628
106,4105,-13652,-391
107,3831,-12665,-526
108,3367,-13226,-524
109,2751,-14620,-410
110,2223,-15497,-206
111,2133,-15786,-474
112,2243,-14868,291
113,1929,-14148,595
114,2049,-12484,876
115,2017,-10433,813
116,2705,-7710,1247
117,2159,-6539,1851
118,2343,-6183,2510
119,2017,-7177,2945
120,2265,-7383,2598
121,2299,-7071,2420
122,2333,-6621,1926
123,2305,-6855,1558
124,2025,-6287,1760
125,2183,-5668,1544
126,1647,-5043,1575
127,1757,-3176,1562
128,1301,-1443,1594
129,973,25,1218
130,1073,-496,975
131,813,-1379,187
132,713,-450,266
133,317,732,-130
134,-561,2269,-1019
135,-975,4477,-1378
136,-1233,5403,-1333
137,-1861,6823,-1364
138,-2303,7992,-1274
139,-3143,9540,-1116
140,-3525,11076,-663
141,-3423,12594,-943
142,-3599,13656,-1578
143,-3567,13033,-1863
144,-2739,13308,-2175
145,-2949,14173,-2866
146,-2175,14958,-3146
147,-1887,15918,-3273
148,-1915,16553,-3559
149,-881,17598,-2826
150,-645,17631,-3063
151,-609,17621,-3074
152,-251,16989,-2648
153,-527,16457,-3074
154,-137,15600,-3131
155,-297,16038,-3915
156,-587,16740,-3843
157,-589,16644,-4096
158,-777,16205,-3638
159,-1525,15839,-3427
160,-1737,15713,-3534
161,-1751,15052,-3357
162,-1741,15458,-3360
163,-1675,14987,-3215
164,-1497,14545,-2695
165,-799,14229,-2372
166,-457,12580,-1579
167,-529,12265,-1098
168,-261,12201,-930
169,-131,12304,-123
170,-909,13165,-300
171,-931,13832,366
172,-1175,14161,543
173,-1323,14023,1159
174,-1317,13471,1471
175,-1553,12879,1692
176,-1247,11833,1525
177,-1425,10771,1769
178,-843,10080,1491
179,-691,9908,1017
180,-1035,11181,447
181,-521,12074,-189
182,-125,13153,-1020
183,313,12863,-1281
184,667,13071,-1664
185,1167,13280,-1869
186,989,12604,-1615
187,851,11581,-1787
188,569,10814,-1940
189,277,9781,-1862
190,-79,9264,-1270
191,-561,9090,-1429
192,-1121,9088,-1125
193,-1333,8312,-1420
194,-1387,7108,-1077
195,-1647,6527,-1139
196,-1521,6995,-788
197,-1371,6425,-969
198,-1497,6232,-926
199,-1387,5749,-836
200,-1407,4873,-721
201,-943,4422,-744
202,-1101,3985,-691
203,-1011,3196,-565
