Index,Gx,Gy,Gz
0,22,-380,-66
1,100,274,-369
2,-80,395,-52
3,-168,986,91
4,-638,579,62
5,-798,844,542
6,-1510,933,546
7,-2928,705,986
8,-4168,605,779
9,-5086,-382,165
10,-6380,-1203,-53
11,-6640,-2453,-432
12,-6986,-2248,-421
13,-7166,-3057,-102
14,-7038,-2820,-341
15,-7466,-2478,289
16,-7920,-1638,465
17,-8704,-967,845
18,-9956,148,681
19,-11468,1484,1220
20,-12252,2120,1835
21,-12272,1202,1890
22,-11944,500,1356
23,-11262,455,1265
24,-10586,120,1450
25,-9878,667,1596
26,-8962,1149,2154
27,-8182,1361,2550
28,-8134,719,2184
29,-8368,140,1653
30,-8216,-640,886
31,-8570,-741,416
32,-8774,-127,-461
33,-9426,311,-747
34,-9584,380,-708
35,-8682,159,-290
36,-7730,493,-169
37,-8416,-264,-332
38,-9282,-205,-181
39,-9440,-1504,-510
40,-8856,-2028,-1017
41,-8176,-2236,-1327
42,-8530,-2867,-708
43,-8060,-2160,-123
44,-8518,-2076,404
45,-8490,-1644,574
46,-8458,-1021,680
47,-8006,-409,475
48,-7430,-425,-486
49,-6974,-269,-454
50,-6998,-63,-62
51,-7402,-301,35
52,-7224,-158,418
53,-7326,476,-306
54,-6558,587,-432
55,-5124,855,-593
56,-3814,73,-986
57,-2666,397,-690
58,-2380,684,-857
59,-2298,762,-829
60,-2386,635,-808
61,-1720,1060,-523
62,-586,1308,-1001
63,156,657,-683
64,1858,-162,-770
65,2922,-733,-458
66,4542,-814,-821
67,5524,-958,-560
68,6064,-187,-507
69,6716,11,193
70,7438,816,493
71,8364,686,663
72,9848,298,606
73,10812,-501,100
74,11480,-101,-731
75,12106,63,-1227
76,12870,622,-1647
77,12160,835,-1782
78,12222,164,-1028
79,11828,-382,-963
80,11650,-1042,-708
81,12100,-1422,-1379
82,12526,-1167,-1110
83,13506,-184,-812
84,14272,1450,3
85,14274,2410,823
86,13546,2453,762
87,13732,1642,30
88,13072,666,-935
89,13066,-530,-1555
90,13834,-1984,-1796
91,13950,-1663,-1343
92,14016,-827,-929
93,14474,1159,-315
94,14172,2199,658
95,13822,1951,1150
96,12820,-456,1026
97,11336,-2907,-1167
98,10630,-4712,-3047
99,10584,-5864,-4019
100,11216,-6169,-4461
101,12190,-5331,-3764
102,13382,-2848,-3553
103,13848,-349,-3018
104,14008,1161,-1812
105,14160,1288,-150
106,13838,178,56
107,12552,-789,-140
108,12134,-1956,-830
109,11478,-2913,-703
110,11470,-3875,-1257
111,11864,-3677,-1689
112,12236,-3397,-2243
113,12736,-2468,-2555
114,12386,-1137,-2747
115,12240,-848,-2646
116,11400,-79,-2702
117,11396,218,-2716
118,10120,882,-2938
119,8660,711,-2674
120,7320,1092,-1781
121,6040,1327,-1258
122,4380,1350,-1384
123,2598,1010,-882
124,506,676,-529
125,-1734,468,-910
126,-3462,508,-1399
127,-5586,-123,-1320
128,-7108,-813,-1060
129,-8284,-601,-1454
130,-9264,-352,-1044
131,-10714,512,-836
132,-12274,715,-625
133,-12672,854,-101
134,-13324,589,0
135,-13506,1544,161
136,-13182,1707,154
137,-13438,1942,1040
138,-14444,1711,1670
139,-15706,1755,2158
140,-15746,1751,1766
141,-15362,1717,1258
142,-14928,2399,1451
143,-14962,2499,1378
144,-15328,2765,1621
145,-15472,2933,2378
146,-15350,3477,1653
147,-15538,4039,917
148,-15240,3326,-380
149,-16224,1623,-667
150,-16636,-930,-1848
151,-17268,-1793,-3089
152,-16850,-2522,-4304
153,-16344,-2329,-4268
154,-15364,-636,-2718
155,-15478,1529,-1299
156,-15212,2148,-72
157,-15540,2443,130
158,-15536,2095,173
159,-15514,1737,-211
160,-15360,770,-158
161,-16698,-193,341
162,-17022,-2508,648
163,-17096,-3383,369
164,-15430,-3853,273
165,-13774,-4233,-366
166,-12950,-4433,303
167,-12108,-4466,430
168,-12082,-3266,228
169,-12604,-1964,29
170,-13364,-756,6
171,-14994,-33,312
172,-14934,486,209
173,-14304,442,542
174,-12974,832,1467
175,-10964,-368,1166
176,-9304,-1529,1154
177,-8552,-1382,475
178,-8648,-136,-51
179,-9810,1283,-192
180,-10538,3427,-7
181,-9824,3555,-432
182,-8896,2661,-808
183,-6532,2252,-379
184,-4930,1977,24
185,-3140,1173,263
186,-2312,102,61
187,-1650,-833,-162
188,-948,-249,-657
189,-212,-454,-668
190,570,-75,-563
191,1312,-1043,-1028
192,2876,-1784,-1266
193,4284,-2030,-1553
194,5478,-1917,-1675
195,7580,-2074,-2150
196,8842,-2597,-1717
197,9944,-4019,-1606
198,11516,-3756,-1299
199,12632,-3166,-1036
200,13062,-1377,-1008
201,13366,1521,-294
202,13238,2777,140
