Index,Gx,Gy,Gz
0,776,-376,-96
1,898,-446,-102
2,854,-401,-100
3,1272,-58,-388
4,1442,53,-173
5,1344,193,-167
6,1418,103,-124
7,1692,152,-362
8,1618,445,-405
9,1246,-395,4
10,1436,-379,-99
11,1472,-197,-381
12,1578,-307,-321
13,2072,132,-41
14,1930,646,-274
15,1862,1558,21
16,1196,1883,-315
17,1030,1480,-737
18,-180,641,-847
19,-368,236,-659
20,-602,355,-689
21,-850,441,-947
22,-392,437,-660
23,-126,956,-538
24,-310,1561,-263
25,-674,1649,-303
26,-902,1384,-275
27,-1976,463,-100
28,-2914,59,-407
29,-3200,306,-87
30,-3620,205,-25
31,-3996,99,-18
32,-4162,740,-357
33,-4614,1412,-395
34,-5068,1434,-842
35,-5928,1711,-1319
36,-5918,2346,-1764
37,-6346,3100,-1430
38,-7088,4464,-1221
39,-9250,4333,-1191
40,-12026,3346,-1354
41,-14994,1683,-1523
42,-16526,312,-1880
43,-17550,-783,-1990
44,-17730,-1184,-1898
45,-17840,-1680,-1194
46,-17760,-1742,-675
47,-16250,-847,-311
48,-14266,2455,819
49,-13196,4193,1514
50,-14054,4987,1594
51,-15304,4321,1807
52,-16428,3546,1529
53,-17490,2244,1250
54,-18460,1652,1068
55,-19196,1438,350
56,-19620,236,356
57,-18660,-696,344
58,-16920,-110,1049
59,-15060,210,1421
60,-12200,723,1893
61,-9902,1016,1729
62,-8674,-269,1929
63,-7906,-1353,1443
64,-6282,-1923,1512
65,-4354,-1863,723
66,-2060,-2411,626
67,-314,-2143,298
68,1440,-1123,459
69,2562,468,367
70,3050,1056,14
71,2814,1077,-641
72,3218,366,-953
73,3998,-1002,-1156
74,4554,-1063,-1184
75,5318,-942,-979
76,5518,-555,-1353
77,6246,-998,-1501
78,5804,-1153,-1693
79,6194,-1917,-1910
80,6696,-1082,-1995
81,6658,-927,-1976
82,6468,-421,-1594
83,6748,-340,-1530
84,5932,-764,-1172
85,5346,-1198,-703
86,4854,-2893,-1038
87,5594,-4026,-1422
88,5964,-4306,-1659
89,7202,-4988,-2047
90,8314,-4722,-2785
91,9344,-4156,-2841
92,9916,-3535,-1988
93,11212,-1596,-1477
94,11684,-206,-850
95,11686,1067,-690
96,11542,2558,-571
97,11020,2257,-622
98,11514,1900,-1029
99,12434,281,-1099
100,14828,-1972,-1603
101,16564,-4133,-1922
102,19122,-5352,-2147
103,21354,-5800,-3067
104,23248,-4723,-3408
105,24964,-1773,-2615
106,25496,757,-873
107,23842,2743,743
108,21292,2954,1366
109,17978,1255,357
110,15446,-1311,-1415
111,14086,-4016,-2606
112,13798,-5232,-3440
113,13582,-5154,-3083
114,14380,-4586,-3113
115,15126,-3950,-2628
116,16248,-3131,-2908
117,17408,-3244,-2808
118,17248,-3907,-3094
119,17788,-3378,-3502
120,17768,-1035,-3289
121,18420,726,-2378
122,17620,3034,-1811
123,16286,2684,-1320
124,13906,1133,-976
125,12078,-474,-1305
126,10582,-1304,-1164
127,10300,349,-1035
128,9266,1192,-644
129,6900,2487,-105
130,4978,2710,331
131,2820,2992,82
132,370,2886,898
133,-2528,2320,827
134,-6324,157,-13
135,-8824,-1749,-953
136,-10030,-3015,-1361
137,-9732,-1979,-1633
138,-9224,345,-1262
139,-8642,2982,-687
140,-9430,4597,-83
141,-10424,4869,860
142,-11886,4983,1206
143,-13824,4386,1321
144,-16000,3464,1237
145,-17230,2882,1452
146,-17578,3230,1172
147,-17164,5171,1465
148,-16186,6695,1312
149,-15398,7111,1002
150,-15796,5315,103
151,-16882,3561,-1361
152,-17510,2858,-1861
153,-17912,2602,-1894
154,-18754,3228,-1879
155,-20030,3111,-1424
156,-21086,3428,-1251
157,-21182,3354,-580
158,-20184,3743,-2
159,-18842,3699,766
160,-18272,3354,1113
161,-18366,2481,1173
162,-18420,1984,888
163,-19286,2121,471
164,-19504,2199,-392
165,-20150,3189,-511
166,-20352,3229,-538
167,-20720,2108,-786
168,-20914,441,-9
169,-19854,-1492,335
170,-17462,-1775,72
171,-14568,-626,348
172,-12180,1846,751
173,-12514,3590,1523
174,-14630,2741,1396
175,-15128,1272,1158
176,-13586,162,799
177,-11032,-1270,442
178,-8774,-3177,-164
179,-6524,-4831,-1290
180,-3914,-4833,-1857
181,-758,-3372,-1419
182,938,-763,-1059
183,984,1841,-1379
184,1014,2213,-1353
185,1444,1368,-654
186,1016,169,-491
187,700,-996,-972
188,708,-1812,-1756
189,730,-2399,-1735
190,1658,-2836,-2439
191,1772,-2838,-2003
192,1788,-2663,-2422
193,2658,-2134,-1685
194,3208,-1958,-1777
195,3644,-1463,-1683
196,4282,-1144,-1814
197,4862,-1366,-1828
198,5618,-1151,-1697
199,6024,-2035,-1953
200,6514,-2924,-1582
201,6568,-3205,-1434
202,6692,-4053,-1096
