Index,Gx,Gy,Gz
0,-94,-138,-113
1,-104,-132,173
2,-102,134,-110
3,-114,395,-98
4,-106,-138,-103
5,-372,93,143
6,-120,117,147
7,-368,115,-115
8,-126,127,-91
9,-114,117,147
10,-102,-128,-95
11,-100,116,153
12,-96,112,151
13,-106,-128,-113
14,-112,101,-105
15,-112,-141,177
16,-102,126,-103
17,160,-136,-113
18,-106,128,-95
19,-372,-139,-113
20,-374,123,141
21,154,-134,145
22,-374,-127,-105
23,150,118,127
24,-108,-137,-105
25,-126,119,-101
26,-366,131,-104
27,-104,120,-103
28,154,130,-120
29,150,124,-133
30,-92,118,-111
31,-102,394,138
32,154,-142,131
33,-110,113,159
34,-376,121,-115
35,-106,138,164
36,-110,133,146
37,154,116,-115
38,156,112,151
39,168,-144,151
40,-86,104,111
41,-112,91,135
42,160,-152,157
43,174,118,131
44,170,114,151
45,-94,392,-98
46,-102,126,153
47,-102,118,-113
48,-102,-134,157
49,158,394,-108
50,-84,388,150
51,-98,132,-104
52,-122,113,-127
53,-384,-131,-125
54,-100,132,-136
55,-86,132,132
56,-108,-129,-113
57,-102,116,-99
58,160,-150,147
59,170,386,140
60,156,-132,133
61,-372,-127,-113
62,-110,-141,-121
63,-374,-141,151
64,-104,138,162
65,-104,124,143
66,-98,-130,-93
67,-92,-130,-125
68,152,-134,161
69,-104,122,-81
70,164,132,-112
71,-106,-152,-127
72,-364,-145,141
73,174,388,166
74,-100,-134,163
75,154,-138,-107
76,-86,116,155
77,-86,-138,141
78,-364,131,136
79,-100,122,-115
80,-100,-142,141
81,-100,122,-115
82,-100,118,141
83,-100,-140,143
84,-120,121,141
85,-112,-139,147
86,-118,103,-125
87,-106,116,143
88,-370,-135,177
89,-112,119,-97
90,-104,390,-100
91,-120,-131,139
92,-100,124,149
93,164,-148,145
94,152,128,-117
95,-120,125,-127
96,-118,107,141
97,156,122,149
98,-102,-142,163
99,-114,-137,-87
100,-370,-137,-119
101,-102,-144,115
102,-106,122,-119
103,150,-134,131
104,-370,123,163
105,168,-128,-93
106,154,-144,145
107,-116,107,-89
108,-116,-127,-97
109,-102,-130,157
110,150,-138,-119
111,-96,112,141
112,-88,-132,163
113,-364,-135,-101
114,-388,109,-81
115,-376,115,165
116,150,110,-95
117,160,-136,129
118,-370,-137,147
119,154,388,148
120,-78,142,-106
121,164,126,-99
122,-98,120,-97
123,-92,122,-107
124,-96,-132,-83
125,160,116,-123
126,-88,112,129
127,-102,-128,131
128,-104,130,-102
129,-114,121,141
130,-114,-135,153
131,-368,-139,147
132,-104,128,155
133,158,-132,161
134,160,-148,149
135,154,108,-115
136,-110,-137,141
137,-364,111,151
138,160,108,-103
139,160,-146,131
140,166,-138,145
141,-366,-135,147
142,-98,128,-91
143,-100,-136,137
144,-368,125,-93
145,-364,127,181
146,-118,109,137
147,-366,-153,-117
148,-82,124,141
149,-110,-135,-109
150,-120,117,159
151,-92,120,149
152,-364,-133,-105
153,150,122,-111
154,-90,-138,-111
155,160,130,-100
156,-92,398,-98
157,-364,-129,141
158,154,122,-117
159,-92,122,157
160,166,390,-96
161,-98,-128,163
162,-96,122,-101
163,-88,-142,139
164,160,122,-97
165,178,394,-108
166,-108,113,-123
167,-368,111,-113
168,160,120,-111
169,160,134,156
170,-96,126,157
171,-122,-147,147
172,164,-134,-113
173,178,-132,-117
174,172,-142,129
175,166,-132,-103
176,-90,-136,-99
177,-110,105,-121
178,-104,118,-109
179,-94,132,158
180,170,120,149
181,-90,112,131
182,-88,-142,-129
183,168,132,134
184,-372,127,135
185,-98,126,-121
186,-90,-140,-125
187,-100,126,-101
188,164,124,-99
189,166,122,125
190,170,118,-139
191,150,128,133
192,-78,-138,-119
193,168,140,128
194,-96,138,142
195,-98,100,-129
196,152,-146,-119
197,170,-136,-121
198,-88,116,-119
199,-84,120,-131
200,-96,-142,129
201,174,-128,-103
202,174,142,162
