Index,Gx,Gy,Gz
0,5430,-402,89
1,6034,-503,140
2,6230,-814,473
3,6924,-1282,825
4,7186,-1840,787
5,8420,-2045,319
6,8770,-2384,116
7,9866,-1137,292
8,10086,41,646
9,9582,628,1061
10,8782,484,1230
11,8142,-276,627
12,7606,-1332,487
13,7222,-2310,278
14,6876,-1649,721
15,6400,-1487,764
16,5496,-1453,201
17,5016,-1141,373
18,5360,-1072,-473
19,5796,-1059,-656
20,5460,-392,-1093
21,5048,221,-882
22,4068,1288,-279
23,3006,1738,215
24,1538,1596,-75
25,136,1178,-295
26,-1576,383,-550
27,-2814,-767,-790
28,-4398,-740,-1015
29,-5548,-449,-1060
30,-5960,389,-1078
31,-6318,1063,-1477
32,-7144,1284,-1253
33,-7620,1976,-1853
34,-8246,2516,-2117
35,-8872,2857,-2592
36,-10624,3617,-2784
37,-12700,3237,-3490
38,-14314,2549,-3422
39,-15480,1591,-2975
40,-16214,1128,-2046
41,-16662,1174,-1080
42,-16588,1615,-449
43,-16542,1613,41
44,-16470,1181,248
45,-16138,1146,-242
46,-16452,1152,-778
47,-16722,1182,-1416
48,-17642,1702,-2211
49,-18290,1665,-2740
50,-19266,1846,-2757
51,-19596,980,-2419
52,-19282,-385,-2078
53,-19092,-662,-1155
54,-17742,-1543,-481
55,-16802,-2150,-181
56,-15490,-2489,-356
57,-14944,-1063,-474
58,-15494,232,-554
59,-16466,1766,-1162
60,-16890,3134,-1816
61,-16542,3851,-2688
62,-16800,3645,-2796
63,-16252,3107,-3057
64,-15878,1885,-2357
65,-15012,1094,-1935
66,-13944,720,-1238
67,-11542,2019,-1010
68,-9778,3963,-1100
69,-8534,5328,-960
70,-8484,6130,-1084
71,-8870,5093,-1494
72,-9578,3486,-1881
73,-9666,1882,-1811
74,-8322,183,-2060
75,-6526,-28,-1344
76,-4410,343,-1213
77,-3526,282,-628
78,-2250,822,189
79,-1464,110,-67
80,378,15,-7
81,1592,-465,422
82,2678,-1038,282
83,3622,-1856,-19
84,4762,-2503,75
85,5078,-2593,335
86,5782,-2960,861
87,6596,-2655,771
88,7886,-2715,875
89,8958,-3509,536
90,9986,-3083,395
91,10658,-2711,-247
92,11254,-2206,-1032
93,12288,-1591,-1944
94,12804,-1132,-2805
95,13838,-1225,-3577
96,14534,-1648,-3499
97,15106,-2516,-3463
98,15600,-3972,-3476
99,16222,-4517,-2810
100,16516,-4523,-2330
101,16554,-3646,-1858
102,16970,-2243,-1702
103,17564,-103,-1880
104,17280,2369,-1206
105,16628,4346,-855
106,15556,4860,-501
107,15050,3789,-107
108,14754,2069,-1097
109,15590,-287,-1451
110,16268,-1511,-1647
111,17118,-1664,-1861
112,17316,-931,-766
113,16692,791,86
114,14894,2210,1781
115,14002,2413,1529
116,12868,816,1422
117,12936,-652,202
118,12280,-2410,-838
119,12596,-2862,-844
120,13510,-1877,-583
121,13422,-254,397
122,13208,1378,864
123,12426,1820,1170
124,11378,1697,1725
125,10512,541,1804
126,9218,-996,1578
127,9062,-2058,1385
128,8288,-3336,860
129,8598,-2868,705
130,8598,-1036,88
131,8328,1911,990
132,7040,4133,1623
133,5860,4266,2399
134,4474,3136,1799
135,3162,924,1186
136,2868,-1082,653
137,2500,-2859,694
138,1966,-2960,148
139,2402,-1583,329
140,2248,207,135
141,1766,2193,858
142,858,3537,912
143,-726,3306,133
144,-2186,2248,-457
145,-3752,1362,-599
146,-4928,-309,-856
147,-6394,-888,-1225
148,-7312,-1168,-1278
149,-8200,-1352,-1894
150,-8702,-814,-1679
151,-8910,-124,-1602
152,-8962,1343,-1447
153,-9572,2121,-1542
154,-10540,3113,-1438
155,-11952,3530,-1613
156,-13444,2798,-1738
157,-14120,3053,-2359
158,-15610,2604,-2641
159,-16698,1224,-2106
160,-17082,291,-1340
161,-17084,-169,-1190
162,-16890,-105,-1246
163,-16378,737,-1589
164,-16118,1642,-643
165,-16300,2126,-435
166,-16300,2610,-179
167,-16238,2556,-350
168,-16996,2802,-555
169,-17348,2393,-550
170,-17670,1313,-82
171,-18378,723,793
172,-18432,-81,254
173,-18336,-1166,-278
174,-17256,-2430,-122
175,-16114,-2037,-542
176,-15936,-548,-183
177,-14628,387,-100
178,-14288,1415,-147
179,-14264,1884,-468
180,-14104,2860,-397
181,-14066,3173,-461
182,-14258,2117,-165
183,-13600,681,165
184,-12840,-81,901
185,-11386,-41,991
186,-10030,1058,645
187,-8978,2415,1241
188,-8446,2615,570
189,-8076,2497,120
190,-7778,2234,-301
191,-7600,2620,-843
192,-7600,2330,-1696
193,-7004,1973,-2027
194,-7048,250,-2126
195,-5874,0,-1168
196,-4872,548,-674
197,-4220,1334,-209
198,-2890,781,-427
199,-2500,520,-83
200,-880,-287,112
201,246,-149,90
202,924,-399,518
