Index,Gx,Gy,Gz
0,286,-1235,52
1,52,-1647,427
2,306,-1553,538
3,42,-1823,578
4,-252,-1908,809
5,-372,-1082,498
6,-20,-1103,183
7,-96,-995,121
8,-322,-901,380
9,-54,-869,404
10,-16,-633,230
11,-440,-1104,921
12,-80,-1402,969
13,88,-559,1437
14,308,696,698
15,930,2915,932
16,1038,4928,1074
17,1320,5826,739
18,1128,7462,511
19,1166,9440,789
20,1286,11250,199
21,2066,11987,-350
22,2046,12392,-292
23,2174,13613,-244
24,2422,14638,-881
25,3004,15449,-1018
26,2870,16258,-1370
27,2828,16477,-1247
28,2920,17314,-1865
29,3054,17798,-2333
30,3222,18853,-2752
31,3548,19253,-3071
32,3426,19179,-2737
33,2840,19202,-2291
34,2480,19400,-2360
35,2228,17533,-1237
36,2328,14893,-670
37,1868,11694,-291
38,1230,8775,155
39,176,7071,826
40,-532,5655,735
41,-1224,6038,116
42,-1132,6616,329
43,-684,6949,-30
44,-1050,5488,-395
45,-1418,4262,-343
46,-1322,4622,58
47,-1010,4582,143
48,-1274,4622,119
49,-1420,3972,157
50,-1070,2253,319
51,-1340,1670,-216
52,-520,2018,-84
53,-96,1210,-495
54,-440,562,306
55,-748,-793,104
56,-1418,-2507,468
57,-1706,-3936,6
58,-1380,-4869,-338
59,-612,-6037,-148
60,-666,-8606,-947
61,-712,-11196,-826
62,-882,-13501,-997
63,-1086,-15007,-794
64,-2090,-16476,-350
65,-2838,-18183,-99
66,-3480,-18218,-122
67,-3394,-17416,-242
68,-2664,-16354,-158
69,-1980,-15351,-205
70,-1158,-14713,-111
71,-1338,-14772,-818
72,-1410,-15878,-949
73,-1648,-16738,-600
74,-2502,-17044,-973
75,-2852,-16566,-1083
76,-2154,-15745,-1177
77,-1922,-14260,-1193
78,-766,-12288,-1127
79,632,-11049,-1343
80,1310,-10578,-1178
81,1328,-11434,-1156
82,748,-13729,-719
83,-250,-15758,-823
84,-846,-17260,-699
85,-522,-17527,-193
86,-562,-17642,279
87,-322,-17134,445
88,706,-15555,570
89,1102,-14622,456
90,1718,-14605,246
91,1676,-15811,-550
92,1356,-17130,-1644
93,914,-18204,-2551
94,530,-18218,-2707
95,164,-17148,-2918
96,1010,-16195,-3017
97,1288,-14396,-2943
98,2412,-12598,-2428
99,2800,-11393,-1626
100,2136,-12328,-1444
101,1542,-14451,-1312
102,324,-15863,-1506
103,-604,-16332,-752
104,-684,-15918,-269
105,-158,-15757,373
106,-270,-14550,108
107,856,-12633,233
108,1258,-9851,165
109,1850,-7286,184
110,2078,-5487,239
111,2058,-2635,-376
112,1066,-646,-386
113,566,-88,-158
114,230,-146,-470
115,212,-312,44
116,880,-381,175
117,726,413,912
118,532,1034,540
119,358,1273,151
120,-476,2177,113
121,-1310,3532,343
122,-1470,5057,247
123,-2010,7430,312
124,-1542,10363,-407
125,-1606,14290,-316
126,-1018,17027,-504
127,-672,19091,-924
128,-700,19572,-815
129,-624,19108,-1120
130,-654,17728,-1632
131,-932,16070,-1758
132,-626,15694,-2177
133,-550,16164,-2351
134,-528,17656,-1919
135,-534,20290,-2002
136,-166,21967,-1935
137,-276,22599,-1885
138,-454,22786,-1924
139,-452,22062,-1723
140,-378,21662,-1926
141,128,20515,-1473
142,260,18581,-1533
143,224,17001,-1036
144,-6,15484,-865
145,-756,15160,-23
146,-1050,15244,355
147,-1132,16173,80
148,-1348,16669,404
149,-1358,17118,165
150,-630,17686,252
151,-94,17796,-10
152,496,16580,-122
153,1080,15187,-563
154,1356,14354,-1022
155,1228,13070,-1342
156,1554,12094,-1331
157,1270,11608,-1490
158,1894,11393,-1288
159,1772,12486,-1974
160,2908,13211,-1935
161,2612,12866,-1242
162,2296,11483,-213
163,1380,9759,353
164,-168,7022,899
165,-1216,4958,1099
166,-1952,4652,1340
167,-1754,4762,807
168,-1786,5488,105
169,-1446,6046,-304
170,-604,5305,-376
171,-178,4739,-966
172,-298,5476,-760
173,90,6027,-572
174,-258,5517,-478
175,-1052,3966,-5
176,-1880,2397,590
177,-2090,917,664
178,-2226,-152,177
179,-1622,-464,-340
180,-504,307,-862
181,352,599,-953
182,174,860,-1338
183,176,-537,-601
184,-362,-2463,-193
185,-974,-4075,8
186,-1448,-6589,410
187,-1528,-8707,866
188,-1612,-11187,212
189,-1850,-13012,256
190,-670,-14439,-904
191,160,-14863,-1510
192,1502,-15293,-1994
193,1818,-16182,-1925
194,1706,-16611,-1700
195,682,-16910,-1340
196,-132,-17528,-327
197,-1066,-17682,284
198,-1602,-17620,920
199,-1544,-17412,766
200,-896,-16455,482
201,406,-15045,-188
