Index,Gx,Gy,Gz
0,849,-371,442
1,1109,-80,462
2,1177,-339,496
3,1783,-497,478
4,2197,-102,427
5,2621,-120,109
6,2749,-465,33
7,3191,-565,-155
8,3711,-1019,-453
9,4887,-1074,-667
10,5559,-1008,-633
11,5767,-885,-776
12,6257,-439,-720
13,6921,324,-439
14,6513,-111,-362
15,6401,-392,39
16,6111,-764,-391
17,5949,-1515,-264
18,6593,-1534,-662
19,7115,-1348,-983
20,7191,-707,-1036
21,8011,45,-832
22,8367,881,-584
23,9445,812,-668
24,9589,255,-1194
25,9739,129,-1062
26,10251,833,-1217
27,10965,1432,-583
28,11607,1662,-213
29,11691,1804,51
30,11011,621,400
31,10567,-282,70
32,10023,-758,-240
33,9663,-1179,108
34,9597,-1029,3
35,9645,-1079,-335
36,10111,-1031,-392
37,10773,-82,-491
38,11229,234,-589
39,10315,667,-687
40,10107,544,-630
41,8729,977,-1109
42,7911,613,-984
43,6679,1200,-1411
44,5461,1850,-1037
45,3255,1601,-580
46,1729,1624,-855
47,-423,713,-472
48,-2035,460,-445
49,-3693,-467,-463
50,-4775,-938,-417
51,-5843,-1047,48
52,-6197,-931,-248
53,-6333,-484,431
54,-7341,-773,183
55,-8397,-1365,388
56,-9377,-949,-203
57,-9851,-173,-10
58,-10183,1457,43
59,-9785,2474,238
60,-10363,2713,552
61,-11385,2395,682
62,-12419,986,895
63,-14145,-1123,208
64,-15141,-2379,520
65,-15031,-1764,127
66,-15167,-1334,927
67,-14849,-220,1109
68,-14699,29,934
69,-14105,1181,1011
70,-14221,2447,1087
71,-14275,2587,1404
72,-14443,2789,831
73,-15297,2171,992
74,-15655,1796,1004
75,-15565,1810,684
76,-15105,752,1028
77,-14445,-450,1055
78,-13891,-2043,732
79,-13203,-3195,862
80,-12173,-3095,1053
81,-11025,-2597,1018
82,-11055,-1887,1159
83,-11317,-1228,1907
84,-12513,-1902,2526
85,-13485,-2066,2143
86,-13521,-2756,1564
87,-13249,-2747,1170
88,-12087,-2274,1423
89,-11323,-2431,1425
90,-10623,-2276,1662
91,-9557,-1680,2116
92,-8385,-966,2483
93,-8993,-106,2317
94,-10331,35,2710
95,-11785,654,2317
96,-12671,548,2528
97,-11493,970,2011
98,-9055,978,1857
99,-7793,1074,1995
100,-7917,582,1842
101,-7889,722,1581
102,-7901,963,1048
103,-7479,716,246
104,-6903,1217,227
105,-6523,1073,24
106,-5715,673,-192
107,-4725,354,504
108,-4355,993,201
109,-4071,1643,308
110,-2691,2680,493
111,-1727,2601,284
112,-81,2384,144
113,969,1827,187
114,2007,593,468
115,2713,352,-250
116,3551,3,-363
117,4645,-638,-827
118,6059,-838,-1125
119,7013,326,-1943
120,7257,1224,-2469
121,7387,1972,-3149
122,7171,999,-3792
123,7459,-823,-4106
124,7273,-2257,-4166
125,7721,-3725,-4074
126,8853,-4934,-3718
127,9721,-4866,-3063
128,10113,-4481,-2356
129,10201,-2664,-1841
130,9351,-1371,-919
131,9439,360,-665
132,9369,1087,-1272
133,10657,2124,-1644
134,11849,3098,-1656
135,13751,3608,-1846
136,14355,3458,-1266
137,14127,2575,-393
138,12803,1177,72
139,12071,-358,20
140,11153,-1763,-682
141,11157,-2616,-1459
142,11337,-3041,-2522
143,13459,-1242,-2833
144,15007,794,-2256
145,15377,3159,-923
146,14837,4183,149
147,13583,3261,360
148,12237,1344,-245
149,10865,-1888,-1085
150,10311,-4074,-1424
151,10663,-3750,-1745
152,10805,-2774,-586
153,11091,-529,9
154,10883,946,-167
155,9855,1052,71
156,8577,791,-133
157,7233,-175,-1209
158,6803,-1376,-1395
159,6337,-2017,-1621
160,6859,-2200,-2334
161,7971,-1974,-2559
162,8981,-1399,-2411
163,10551,-182,-2037
164,11385,356,-1904
165,11935,108,-1502
166,12185,-70,-1490
167,11731,-515,-1158
168,11573,-671,-1136
169,11341,-337,-1340
170,11911,893,-1154
171,12237,1825,-1054
172,12011,1710,-860
173,11579,1608,-465
174,10675,1463,-402
175,9393,1583,-449
176,8209,1457,24
177,7149,1066,-347
178,5703,900,-225
179,4151,288,68
180,2933,-290,-288
181,1671,-310,-223
182,1069,-420,-110
183,779,358,-310
184,-411,1419,-369
185,-1301,2320,190
186,-3903,2505,186
187,-6123,1134,616
188,-8751,-33,69
189,-10811,-1638,28
190,-12431,-2403,-296
191,-12755,-1552,-109
192,-12661,-765,347
193,-11761,654,703
194,-11023,1641,1189
195,-10399,1506,1328
196,-10705,896,1610
197,-11135,194,1554
198,-11911,112,1254
199,-13787,875,2065
200,-15173,1346,2429
201,-17127,1605,2666
202,-18973,2968,3077
