Index,Gx,Gy,Gz
0,115,-368,211
1,97,178,214
2,103,-24,-64
3,91,250,-330
4,87,214,-348
5,323,198,-358
6,305,192,-338
7,313,202,-72
8,65,164,-310
9,305,-366,207
10,273,-378,-325
11,1,-121,-333
12,-11,-113,-57
13,-265,-107,-331
14,9,-95,-73
15,7,179,-356
16,11,-57,-68
17,-249,203,-332
18,-19,183,-92
19,-293,-83,-366
20,-57,-381,-369
21,-319,-407,-353
22,-291,-407,-339
23,-289,-399,-351
24,15,-354,-361
25,61,-14,-96
26,321,24,-50
27,301,-10,-326
28,19,180,-342
29,281,-138,-327
30,21,-394,213
31,5,-355,221
32,269,190,214
33,15,-6,-28
34,-1,-11,-26
35,-297,-77,216
36,-47,-371,-43
37,-325,-141,-53
38,-61,-133,217
39,-55,-75,210
40,-285,207,204
41,-11,183,-316
42,-259,-93,-79
43,-279,-117,-67
44,-269,-119,-83
45,-1,165,-340
46,-263,-51,-68
47,-41,-59,-30
48,-75,-369,-51
49,-73,-421,-337
50,-317,-405,-357
51,3,167,-80
52,51,254,-338
53,67,30,-68
54,63,242,-350
55,53,-358,-75
56,293,-154,-37
57,3,-165,-37
58,-263,-113,223
59,279,-68,-48
60,-3,199,-80
61,-263,-69,-344
62,-257,-95,-111
63,11,-369,-357
64,279,-98,-85
65,27,176,-310
66,15,188,206
67,-5,-59,-58
68,-281,-369,-323
69,-3,-425,-99
70,273,-422,-357
71,55,-104,-347
72,325,-30,-332
73,49,-10,-78
74,27,188,-116
75,-261,-415,-117
76,-279,-423,-91
77,-9,-401,-321
78,19,-100,-57
79,65,176,-314
80,343,164,-72
81,335,-80,-368
82,61,194,-104
83,303,-50,-88
84,297,-76,-356
85,17,-90,-352
86,-17,-361,-351
87,-289,-375,-347
88,-45,-413,-345
89,-39,-147,-309
90,-25,-97,-329
91,23,182,-66
92,283,170,-72
93,27,-368,-361
94,293,-104,-129
95,311,-94,-387
96,297,174,-366
97,71,214,-340
98,311,214,-78
99,323,-82,-318
100,309,-114,-71
101,317,-110,-91
102,321,168,-340
103,303,-96,-111
104,303,168,-364
105,45,-56,-346
106,293,-58,-68
107,19,-366,-63
108,3,-183,-57
109,31,-200,207
110,287,-428,205
111,313,-366,209
112,79,-4,-316
113,339,32,-350
114,55,262,-90
115,-253,-49,-334
116,-29,-119,-73
117,-47,-435,-75
118,-75,-441,-313
119,-313,-147,-59
120,-291,-107,-331
121,-293,-363,-91
122,-1,-105,-99
123,-249,-69,-100
124,281,218,-340
125,309,190,-66
126,45,-360,205
127,281,-400,211
128,-11,-147,-33
129,281,-398,-327
130,313,-126,-349
131,67,-364,-329
132,331,-90,-328
133,87,-100,-347
134,75,-118,-111
135,303,164,-104
136,27,214,204
137,-5,-33,-44
138,-39,-357,-51
139,-301,-467,-327
140,-307,-493,-335
141,-307,-201,211
142,-43,-407,-313
143,5,-89,-344
144,33,204,-46
145,279,218,-78
146,269,-46,-106
147,-5,167,-64
148,-259,-89,-54
149,-13,189,-34
150,-301,-385,-63
151,-309,-121,-331
152,-43,-89,-100
153,-273,-81,-370
154,13,-100,-369
155,-245,-387,-357
156,1,-445,-97
157,-21,-307,-39
158,-79,-287,-316
159,-431,-803,-97
160,-289,-768,-204
161,-137,-1484,-341
162,-473,-1232,-408
163,-541,-1901,-477
164,-627,-2077,-445
165,-587,-2021,-302
166,-237,-2392,-307
167,-397,-2888,-462
168,-761,-3851,-720
169,-939,-5075,-992
170,-541,-6512,-1227
171,-881,-7320,-1153
172,-1405,-8097,-974
173,-1489,-8474,-1040
174,-1923,-9406,-1511
175,-2347,-9870,-1208
176,-2753,-11023,-1633
177,-3083,-12331,-1688
178,-3465,-14262,-2476
179,-3983,-16801,-3197
180,-3869,-19035,-4317
181,-2949,-20274,-5516
182,-2009,-20929,-6524
183,-291,-19807,-6469
184,1947,-17163,-6224
185,3387,-16101,-6291
186,4405,-14968,-6384
187,4217,-13393,-6505
188,5051,-10092,-5991
189,5425,-6374,-5079
190,5063,-4081,-4381
191,4417,-2253,-3715
192,3505,-787,-3116
193,2897,98,-2946
194,1777,1391,-2171
195,1499,2793,-1295
196,547,4333,-638
197,155,5076,-96
198,-235,5923,-186
199,-239,6478,-422
200,-743,7385,-334
201,-1001,8236,335
202,-1091,10644,1198
