Index,Gx,Gy,Gz
0,1242,149,77
1,1248,619,346
2,1188,502,-41
3,1274,248,-262
4,750,237,-424
5,492,526,-407
6,188,716,-95
7,-524,1173,-23
8,-630,1956,-32
9,-1708,1503,-195
10,-2632,839,-864
11,-3408,-14,-811
12,-4030,-786,-971
13,-4704,-701,-1267
14,-5630,164,-1272
15,-7060,1351,-1138
16,-8106,2326,-1380
17,-9626,2615,-1752
18,-10254,1908,-2308
19,-10554,762,-2111
20,-11400,1087,-1508
21,-11916,974,-1139
22,-12820,752,-371
23,-13110,689,322
24,-13170,479,798
25,-12732,-390,1367
26,-12476,-72,1223
27,-13290,117,1150
28,-13820,-7,963
29,-14322,-221,904
30,-14686,-481,306
31,-14676,-1321,109
32,-14002,-935,400
33,-13680,-497,394
34,-13102,-1245,987
35,-12586,-1061,624
36,-12002,-1145,580
37,-11538,-1284,-355
38,-12014,-925,-109
39,-12662,-587,-459
40,-12648,-502,-340
41,-12788,-841,-37
42,-12634,519,-594
43,-12228,1254,-1372
44,-11826,1288,-1743
45,-11712,1551,-2453
46,-11374,1279,-2547
47,-11034,1251,-3156
48,-10726,201,-3491
49,-9018,-551,-2640
50,-6720,-1252,-2356
51,-5118,-296,-1568
52,-4074,733,-1020
53,-3416,583,-493
54,-2926,-52,-546
55,-2622,-761,-422
56,-2066,-797,-204
57,-434,-782,358
58,1262,-667,140
59,2680,-1435,621
60,4196,-1167,699
61,5800,-486,898
62,6962,-341,831
63,7700,637,516
64,9110,1230,149
65,9870,2100,95
66,10894,2268,-140
67,11592,1793,-828
68,11976,460,-1373
69,11580,-1914,-1297
70,10674,-3957,-1467
71,10234,-5494,-1951
72,10322,-5934,-2272
73,10708,-5583,-2362
74,11816,-5047,-2797
75,13298,-3198,-3272
76,14096,-1015,-3272
77,14236,739,-3205
78,13876,2988,-3131
79,13374,4056,-2519
80,12892,4115,-1647
81,13384,3778,-1204
82,14106,3075,-979
83,14828,2455,-169
84,15926,2384,508
85,16078,2695,718
86,15410,2960,1067
87,15058,2942,1150
88,14014,1214,631
89,13030,2,599
90,12016,-680,358
91,11430,-1034,46
92,11978,-1366,343
93,12674,-410,249
94,13130,1571,265
95,13338,3552,844
96,12834,4122,747
97,11592,3187,1187
98,10120,1353,1485
99,9004,-363,1374
100,8984,-1936,908
101,9218,-2938,-18
102,9726,-2377,-114
103,10524,69,-192
104,10842,2252,186
105,10320,2895,639
106,9878,2336,292
107,9430,286,257
108,8492,-1471,355
109,8102,-2533,298
110,8090,-2967,406
111,8426,-2017,-87
112,8738,-504,-388
113,9086,128,-226
114,8768,568,-453
115,8328,540,-70
116,8424,-430,-108
117,8446,-1824,-302
118,8068,-2173,-435
119,8126,-1430,-135
120,7160,993,-342
121,6920,1846,271
122,5176,1923,243
123,3638,437,209
124,2544,-1302,280
125,1458,-2299,184
126,940,-1904,238
127,364,-358,64
128,-608,1589,332
129,-2038,2619,285
130,-3902,2659,-289
131,-5824,2306,-780
132,-8682,1411,-516
133,-10242,-78,-612
134,-11510,-1559,-653
135,-12054,-1664,-834
136,-13154,-1095,-784
137,-13536,-353,-45
138,-13994,975,69
139,-14318,1510,662
140,-14950,1252,636
141,-16016,334,859
142,-17044,-485,622
143,-17042,-2148,804
144,-17078,-3951,1393
145,-16596,-3663,696
146,-16126,-3317,183
147,-15470,-1702,-316
148,-15332,-952,-682
149,-15208,-1255,-1349
150,-14582,-1279,-1577
151,-14612,-1041,-1457
152,-14828,-821,-664
153,-14416,-47,902
154,-14124,385,1913
155,-13796,668,2963
156,-13802,1209,3284
157,-13046,1281,3432
158,-12050,876,3025
159,-11624,-182,2019
160,-11054,-739,1055
161,-11240,-230,176
162,-12262,264,470
163,-13106,260,858
164,-13862,-276,1107
165,-14152,-397,1609
166,-13858,551,2032
167,-13248,1601,1754
168,-12078,2224,1608
169,-12014,2229,1837
170,-12368,2433,1278
171,-12862,1809,885
172,-13308,2482,385
173,-12948,2675,-275
174,-12194,2834,-272
175,-11670,1655,-36
176,-10472,-82,446
177,-10134,-1921,868
178,-8400,-2348,1351
179,-7074,-1023,1129
180,-4654,560,1141
181,-2720,2283,1146
182,-1888,3863,1320
183,-1204,4661,707
184,-852,4323,72
185,436,3593,-840
186,1602,2484,-1258
187,2558,1167,-1226
188,4286,426,-1148
189,6378,-682,-1666
190,8106,-1661,-1686
191,10068,-2959,-2323
192,11410,-3437,-1577
193,12392,-3239,-1219
194,12912,-2871,-1359
195,13282,-1100,-1238
196,12918,369,-1860
197,13516,1442,-1634
198,13664,1135,-1900
199,14408,468,-1674
200,15574,-660,-1866
201,16154,-1813,-1279
202,16784,-1496,-469
