Index,Gx,Gy,Gz
0,318,9,-428
1,338,333,-443
2,400,699,-397
3,192,1093,152
4,424,1593,170
5,428,2165,-373
6,-6,2366,-430
7,376,2990,-489
8,424,2770,-263
9,104,3160,-542
10,278,4504,-123
11,272,5562,-562
12,110,6510,-1018
13,564,7259,-1076
14,768,7928,-795
15,892,8750,-832
16,942,9726,-663
17,566,10256,-955
18,810,10413,-703
19,316,10550,-711
20,246,10036,-1036
21,46,9894,-1118
22,378,10772,-1511
23,738,10993,-1399
24,868,11581,-1363
25,950,11979,-1230
26,764,12870,-1151
27,594,12806,-1060
28,660,13032,-761
29,1050,13605,-769
30,1038,14417,-1030
31,898,15204,-802
32,696,15443,-729
33,748,14099,-882
34,130,13730,-1064
35,332,13494,-1033
36,378,13466,-1031
37,68,14008,-925
38,110,14369,-213
39,-58,13520,-239
40,-418,12214,191
41,-432,10542,-83
42,-242,9700,94
43,-68,8877,459
44,-124,8037,790
45,-126,6893,798
46,-320,5765,723
47,-472,3768,140
48,-392,2924,400
49,-524,2752,413
50,-642,2594,692
51,-620,1745,517
52,-942,563,867
53,-898,-967,770
54,-890,-2371,846
55,-860,-3639,430
56,-892,-5622,392
57,-392,-8390,88
58,438,-11206,155
59,772,-15528,-95
60,842,-19050,-81
61,542,-22009,468
62,-152,-23402,1332
63,-684,-22845,1784
64,-1228,-20025,2259
65,-1792,-17926,1627
66,-1616,-17645,1761
67,-1690,-18728,1568
68,-1190,-19795,1330
69,-1464,-20066,1038
70,-1198,-19984,1514
71,-1186,-19437,1871
72,-1596,-19386,1592
73,-1388,-18575,1519
74,-690,-18689,1530
75,-212,-17921,1597
76,-52,-17688,1622
77,374,-16566,1646
78,554,-15576,1911
79,1440,-15197,1491
80,1046,-15248,1392
81,1014,-14501,615
82,776,-14035,80
83,216,-14053,122
84,-148,-14605,808
85,-346,-14775,641
86,124,-15763,1506
87,524,-15928,2294
88,1774,-16865,2896
89,2082,-17407,2980
90,2054,-17246,2667
91,2282,-16808,2120
92,2386,-16591,1492
93,1904,-17138,1662
94,1680,-18399,1510
95,1046,-19326,1210
96,786,-18280,1255
97,96,-16432,1362
98,74,-14984,1542
99,876,-14980,2386
100,1864,-14331,2385
101,2172,-12631,2052
102,2506,-9290,1852
103,2754,-6843,1224
104,2566,-4658,384
105,2146,-3802,38
106,1560,-3165,220
107,718,-2916,1
108,126,-2385,460
109,-72,-675,1353
110,-752,384,1264
111,-1348,494,634
112,-1262,1008,30
113,-1318,3052,-899
114,-1414,4811,-1598
115,-1470,7657,-1687
116,-1174,9207,-1936
117,-1324,10402,-1348
118,-1178,12344,-787
119,-732,13397,-456
120,-736,14166,-443
121,-448,14863,-285
122,-534,15084,-283
123,-262,15826,-1135
124,-548,16258,-1271
125,-540,16094,-1720
126,-154,16958,-2232
127,274,17973,-2366
128,84,19067,-3015
129,348,20249,-3655
130,-86,21356,-3428
131,-332,21793,-3920
132,-242,22281,-4564
133,-128,23499,-5067
134,306,24563,-6023
135,482,25396,-6447
136,1904,26155,-6891
137,2402,25604,-6661
138,2630,23218,-5898
139,3118,20651,-5556
140,2978,18818,-4705
141,2362,16628,-4104
142,1214,16320,-3511
143,580,15563,-3268
144,-380,15430,-2746
145,-824,14918,-3009
146,-764,14352,-2173
147,-304,13949,-2105
148,-242,14064,-1851
149,-118,14174,-1374
150,-414,14488,-1602
151,-178,14848,-787
152,-156,13900,-732
153,78,13693,-1453
154,578,13013,-1232
155,1366,13363,-1695
156,1452,13823,-1731
157,518,14414,-1637
158,240,14336,-1469
159,-422,13780,-1167
160,-446,12461,-929
161,-494,11343,-997
162,-358,10035,-627
163,-276,9100,-672
164,-284,7888,-794
165,-328,7577,-1084
166,-262,7087,-1012
167,-770,6230,-692
168,-1000,5705,-444
169,-1566,5646,-135
170,-1292,4869,170
171,-1284,4959,95
172,-1382,3741,480
173,-1118,2998,454
174,-968,1940,269
175,-206,512,55
176,118,-1093,-148
177,126,-2579,-609
178,72,-4521,-190
179,88,-5773,-152
180,130,-7261,-600
181,274,-9326,-545
182,798,-12217,-149
183,784,-15032,171
184,718,-16982,521
185,344,-18740,963
186,-244,-19082,1366
187,-590,-18467,1507
188,-1454,-18012,1726
189,-1190,-17580,1162
190,-712,-16937,1117
191,-918,-17618,1084
192,-418,-17635,1301
193,-170,-18355,1040
194,-536,-19323,913
195,-870,-20080,1200
196,-900,-20104,825
197,-300,-20253,465
198,-254,-19710,831
199,148,-18495,550
200,454,-17296,709
201,570,-16493,1237
202,684,-16443,1177
