Index,Gx,Gy,Gz
0,-34,346,-121
1,-18,350,135
2,222,96,-125
3,-30,108,129
4,-308,359,109
5,218,94,119
6,-48,351,119
7,-42,74,104
8,-44,-186,-134
9,-308,85,-116
10,-306,71,-146
11,-306,79,128
12,230,-186,122
13,224,76,124
14,-40,-174,-136
15,-34,346,-145
16,236,-178,-148
17,-26,80,-140
18,-26,94,-133
19,-312,77,-126
20,214,94,133
21,212,88,-123
22,-32,84,146
23,-30,74,-144
24,-32,-174,-152
25,-22,84,-142
26,-26,-194,106
27,-36,-176,120
28,-302,95,121
29,212,88,-129
30,224,-172,124
31,222,94,-109
32,-24,70,-126
33,-28,88,123
34,-306,77,134
35,-302,63,-150
36,222,74,106
37,-38,84,-146
38,228,74,110
39,-24,-174,-130
40,-302,77,122
41,228,88,-147
42,-32,-174,108
43,218,68,116
44,-54,-171,-122
45,222,80,-138
46,-34,92,123
47,-322,-179,-134
48,216,56,120
49,220,70,-148
50,216,70,-146
51,-36,344,123
52,-42,88,125
53,-314,-179,-140
54,212,82,-138
55,-50,-193,134
56,218,-192,-132
57,-28,72,-136
58,-314,77,-142
59,230,-172,-132
60,214,82,134
61,-62,-183,126
62,-48,-169,-142
63,-36,-178,124
64,-28,-188,112
65,-42,-186,-134
66,212,-184,-134
67,218,72,112
68,216,-186,-144
69,-34,78,-136
70,-28,72,124
71,242,-170,-114
72,224,-176,126
73,-42,66,124
74,-42,64,126
75,-30,76,112
76,-40,-176,118
77,-58,75,118
78,-52,-175,126
79,-304,-177,-152
80,-44,-188,110
81,214,78,126
82,-308,71,-146
83,-304,-179,100
84,-42,-176,-150
85,-36,-190,-130
86,-34,84,-140
87,-24,-176,112
88,228,-180,-170
89,-30,-178,108
90,216,-178,116
91,-48,81,132
92,224,-174,-128
93,214,-180,-140
94,-308,65,-144
95,-32,68,116
96,-40,78,-110
97,-52,-171,124
98,-40,92,129
99,-302,79,-126
100,-42,346,-127
101,212,-178,-128
102,-32,-174,114
103,-46,-177,-124
104,-308,73,-120
105,-40,-172,132
106,-52,-185,150
107,216,70,-134
108,-18,80,-146
109,-40,-178,-146
110,-28,-184,124
111,226,66,-132
112,-32,-196,-130
113,-34,-184,-146
114,230,82,-144
115,218,88,109
116,222,-178,126
117,-304,83,-148
118,-50,85,-142
119,-54,81,406
120,-42,-174,112
121,-48,61,116
122,-46,-185,-128
123,212,66,120
124,240,70,-154
125,-22,68,130
126,-40,-182,138
127,-50,79,126
128,-30,68,138
129,222,76,-142
130,222,-182,-144
131,-32,-176,-122
132,-32,-170,-140
133,-34,62,-146
134,-34,-174,-152
135,-26,-174,-142
136,236,-176,-130
137,-26,-186,-118
138,216,74,126
139,212,-192,98
140,-50,-171,110
141,224,90,91
142,-36,344,-143
143,228,-186,124
144,-60,-185,-122
145,-38,66,122
146,220,76,-140
147,232,-172,110
148,-26,84,-134
149,-306,-177,-134
150,-302,-183,-140
151,-46,-179,148
152,-314,-175,128
153,-32,-174,-150
154,214,76,116
155,-40,98,-125
156,-26,-170,-130
157,-50,79,118
158,-308,81,130
159,-52,91,123
160,222,352,-129
161,236,80,106
162,-26,-176,-126
163,-34,-184,-126
164,-30,78,-134
165,228,80,106
166,-30,-182,120
167,-44,74,-136
168,212,-176,-132
169,-304,-171,108
170,-38,348,95
171,-26,-174,114
172,224,-170,-128
173,-30,72,-148
174,214,76,-144
175,222,344,-133
176,232,-178,-128
177,-302,73,-114
178,-52,63,114
179,-316,71,-148
180,214,-190,100
181,216,-188,-156
182,-38,348,141
183,-40,348,123
184,-304,87,148
185,-38,-182,136
186,214,70,114
187,216,82,128
188,-26,-178,114
189,-302,-179,142
190,-50,89,119
191,-312,81,126
192,-314,-185,118
193,-46,85,126
194,218,-172,-146
195,-34,64,114
196,226,64,-156
197,-28,80,-150
198,-44,68,104
199,-40,-170,-136
200,-308,-173,124
201,-50,-173,-118
202,-310,-169,-126
