Index,Gx,Gy,Gz
0,2133,486,48
1,2619,282,56
2,3231,307,131
3,3869,-316,-488
4,5551,-815,-1050
5,6649,-1194,-893
6,7831,-1890,-743
7,9821,-2547,-1486
8,11249,-2607,-1631
9,12089,-2496,-1353
10,13575,-2189,-1269
11,14943,-2301,-1229
12,15543,-2561,-2084
13,16195,-2489,-2023
14,16889,-1991,-1854
15,16643,129,-1613
16,16077,2503,-185
17,15087,3233,487
18,13613,2278,1050
19,12915,430,957
20,12835,-3331,866
21,12555,-5620,765
22,13027,-6866,181
23,13853,-5327,-324
24,13433,-1298,-415
25,13243,1946,554
26,11151,3558,440
27,8251,3195,-63
28,6771,1233,-307
29,5495,-956,-741
30,5531,-2639,-347
31,4843,-3515,-178
32,4799,-3355,-464
33,4847,-2146,-566
34,5395,-1071,-456
35,5113,418,-62
36,4495,2041,130
37,3081,2993,328
38,1095,3077,-181
39,-1135,1996,-413
40,-2949,958,-957
41,-4763,428,-721
42,-5801,6,-1198
43,-6305,-8,-1522
44,-6195,204,-1509
45,-6193,912,-1565
46,-6213,1178,-1663
47,-6841,1774,-1528
48,-7563,3250,-1639
49,-8695,4379,-1595
50,-10593,4784,-1472
51,-11613,4756,-692
52,-11663,4227,-603
53,-12441,3160,-568
54,-12133,2203,-919
55,-12001,1891,-698
56,-12109,2531,-1489
57,-12273,2641,-1266
58,-13573,3022,-1803
59,-14431,2304,-2404
60,-15325,2411,-2777
61,-16363,1269,-3101
62,-17457,298,-2078
63,-17865,740,-1037
64,-18109,1759,-19
65,-18329,2758,390
66,-18419,3606,790
67,-18163,3294,347
68,-17143,1840,-600
69,-15815,43,-1938
70,-16165,-1812,-3627
71,-16285,-3370,-4574
72,-16787,-3876,-4397
73,-17691,-4072,-3944
74,-17795,-3606,-2852
75,-18079,-2934,-1709
76,-17471,-2682,-814
77,-16619,-2579,10
78,-15295,-2223,53
79,-14671,-1386,51
80,-14031,-730,8
81,-13727,384,-483
82,-13623,1171,-983
83,-13291,2621,-1317
84,-13511,2924,-2184
85,-12267,3097,-1935
86,-11223,2495,-1321
87,-10169,1159,-1043
88,-9455,519,-583
89,-8847,-90,-330
90,-7755,384,-431
91,-6969,326,-74
92,-5155,617,-458
93,-4057,1219,-584
94,-3851,2263,-235
95,-3545,2200,263
96,-3335,1692,167
97,-2239,627,232
98,-1257,-22,198
99,191,-1258,-34
100,1687,-2050,248
101,3229,-3134,-8
102,5007,-3878,-13
103,6613,-4277,402
104,7729,-3867,614
105,8395,-3291,506
106,9251,-2524,842
107,9831,-1624,759
108,9993,-1093,451
109,9885,-1129,750
110,10011,-1351,-465
111,10587,-2013,-1322
112,11611,-2919,-2533
113,12745,-3642,-3607
114,13483,-4728,-3256
115,14271,-4554,-3169
116,14061,-3744,-2638
117,14241,-1785,-2013
118,13813,407,-1617
119,13037,1522,-704
120,13053,1946,-548
121,13775,1558,-570
122,14525,1421,-635
123,15447,1249,-942
124,15535,2273,-472
125,15115,4058,703
126,14583,4523,905
127,13793,3269,1722
128,12449,1192,1285
129,13093,-1957,272
130,13517,-4697,-710
131,14121,-5211,-1441
132,14773,-3519,-832
133,14591,-67,668
134,14133,2845,1877
135,12935,3918,2259
136,11967,2862,1778
137,11881,569,1022
138,11461,-2915,456
139,11413,-4924,494
140,12267,-5201,180
141,12461,-4243,-8
142,12675,-1630,627
143,13439,655,1320
144,12925,2195,2370
145,11467,2606,2565
146,10713,1462,2175
147,9345,-559,1176
148,7805,-2318,497
149,6867,-3424,651
150,6533,-3504,-84
151,5805,-2446,-507
152,5717,-60,-923
153,5023,2564,-447
154,3989,3893,-424
155,1813,4349,-313
156,-257,2861,-708
157,-1939,1473,-1393
158,-3965,-870,-1838
159,-5115,-1841,-1928
160,-6119,-1055,-1935
161,-6761,-423,-1628
162,-7433,961,-667
163,-7757,1964,-971
164,-8401,2486,-985
165,-8619,2108,-1150
166,-9511,1896,-1660
167,-9785,2455,-2187
168,-10905,2573,-2440
169,-12171,2452,-2662
170,-13213,1763,-2075
171,-14423,1614,-1616
172,-15167,1741,-786
173,-15305,3133,-163
174,-15589,4133,-170
175,-15247,5646,-463
176,-14333,5911,-972
177,-14205,6591,-1405
178,-15307,5850,-3091
179,-16733,5009,-3933
180,-17851,2709,-4635
181,-19001,134,-3915
182,-18945,-1855,-3172
183,-19135,-2018,-1570
184,-18689,-946,-455
185,-18157,42,726
186,-17179,655,1045
187,-16225,402,586
188,-14361,-66,328
189,-13491,-245,-812
190,-13653,204,-1854
191,-14039,635,-3031
192,-14679,-7,-2440
193,-14385,-1173,-1742
194,-14037,-1699,-1298
195,-12977,-943,-351
196,-11177,-277,329
197,-9723,453,772
198,-8947,942,462
199,-7845,1207,409
200,-7561,1624,766
201,-7505,2153,184
202,-7619,3496,-203
203,-8043,3098,-318
