Index,Gx,Gy,Gz
0,244,79,109
1,-24,-184,-151
2,-26,-176,-145
3,238,-181,107
4,240,79,99
5,-278,92,104
6,-30,-176,91
7,6,79,-147
8,258,77,109
9,-8,83,-155
10,-30,72,-145
11,-18,69,-143
12,236,63,115
13,-280,72,105
14,-8,-173,135
15,-18,79,113
16,-10,85,117
17,-12,363,-136
18,-278,-176,-131
19,-12,-181,-129
20,-20,-181,117
21,240,349,-144
22,250,71,95
23,-280,-176,-133
24,-280,90,120
25,-282,-180,119
26,-10,-175,-143
27,-6,-171,-123
28,236,83,113
29,-14,79,-143
30,244,345,-152
31,-20,89,-142
32,-22,348,122
33,-10,-177,119
34,-278,-176,-131
35,-282,64,123
36,-16,-185,-147
37,-16,83,-143
38,-6,347,-148
39,-38,-174,-133
40,240,-177,121
41,250,93,116
42,-26,84,95
43,-294,-168,113
44,236,99,-122
45,-26,-172,-141
46,244,-173,-143
47,6,-189,117
48,236,-189,-123
49,244,63,107
50,236,61,-145
51,-286,70,109
52,254,79,123
53,252,89,-134
54,-14,-181,125
55,244,-173,-141
56,-18,345,-120
57,-22,96,-130
58,-290,92,-150
59,-20,75,-143
60,258,-171,-123
61,-8,-183,109
62,-280,-186,-133
63,-18,-181,-145
64,-16,-169,-155
65,-18,-169,101
66,-24,-174,115
67,240,-173,-153
68,-14,75,-157
69,-282,-186,125
70,-18,349,118
71,-4,85,115
72,242,83,-159
73,-28,78,117
74,248,85,-149
75,0,347,-138
76,-2,-177,117
77,244,89,-134
78,240,-169,-141
79,-14,-183,-137
80,248,-185,-157
81,258,79,109
82,-278,78,117
83,-26,88,-155
84,-16,-179,-143
85,256,-181,119
86,-14,-171,125
87,-8,91,102
88,258,95,102
89,258,347,104
90,238,83,-163
91,2,97,122
92,242,83,-151
93,248,-183,89
94,-4,83,-163
95,0,349,114
96,236,-179,-143
97,-18,-189,-143
98,-8,-181,-139
99,-22,80,-153
100,242,81,-143
101,-18,-177,-159
102,-16,-183,123
103,238,-177,-131
104,-14,75,103
105,-18,-179,103
106,-290,346,106
107,-296,-172,-149
108,-20,77,113
109,-288,72,121
110,238,-183,121
111,-12,85,125
112,-12,-171,113
113,242,73,101
114,-16,71,113
115,-8,73,-121
116,244,77,-133
117,-8,71,107
118,-284,-178,109
119,-280,-172,-159
120,-20,93,130
121,-278,78,399
122,-14,83,-139
123,-22,80,91
124,-14,79,107
125,-4,345,-134
126,266,-173,-143
127,-4,-177,-147
128,-20,79,-139
129,248,-173,103
130,256,-171,91
131,260,87,131
132,258,93,-136
133,-16,97,120
134,248,85,-115
135,-14,73,133
136,-22,72,-147
137,-28,-168,101
138,240,89,-146
139,-12,-181,123
140,246,67,-137
141,258,79,-141
142,252,-177,-155
143,244,-177,-133
144,240,79,129
145,240,97,-142
146,-10,83,85
147,-2,347,-162
148,-18,-171,113
149,238,-181,-149
150,-284,76,-153
151,-296,70,-141
152,240,81,-125
153,-16,81,-151
154,240,69,117
155,236,-191,-153
156,-10,-181,107
157,-10,-179,103
158,-20,71,-149
159,-278,-182,-135
160,-6,73,-147
161,244,-171,115
162,-278,78,-127
163,-16,-169,-131
164,-10,77,-151
165,244,-181,-159
166,-294,72,-139
167,-28,346,108
168,-10,79,97
169,-14,-179,85
170,248,-173,-145
171,246,-183,-119
172,-20,-179,-145
173,248,-169,-155
174,-32,76,101
175,-290,-182,-121
176,-4,-183,127
177,-16,-171,121
178,252,-171,-135
179,242,73,-137
180,238,69,-139
181,-26,-180,-133
182,248,67,111
183,-30,-184,107
184,-8,69,-151
185,-20,73,-159
186,6,79,105
187,240,83,111
188,-20,-179,109
189,-14,347,106
190,246,61,123
191,240,71,-135
192,238,-181,-151
193,-12,-171,-131
194,242,79,-133
195,-4,351,128
196,-6,81,131
197,244,81,137
198,-26,-176,115
199,-280,-172,-153
200,-14,83,113
201,248,347,110
202,-22,-174,99
