Index,Gx,Gy,Gz
0,3208,-172,-904
1,3750,-102,-924
2,4302,-90,-547
3,4702,448,-145
4,4666,899,-461
5,5012,1373,-80
6,4840,1428,13
7,4564,2490,166
8,3156,3116,71
9,1436,3660,297
10,-1794,3301,-402
11,-4506,1215,-929
12,-6396,-926,-1620
13,-8034,-2939,-2500
14,-8212,-3970,-2105
15,-8924,-3374,-2018
16,-9564,-2155,-1204
17,-9296,-1216,-980
18,-9774,-603,-1176
19,-10134,-178,-1568
20,-10972,-122,-1925
21,-12282,331,-2133
22,-13852,869,-1789
23,-15542,1663,-656
24,-16456,2224,404
25,-16648,2164,1133
26,-15810,2431,1697
27,-13908,2515,2246
28,-11962,1706,2655
29,-10420,1094,2594
30,-9202,462,2506
31,-9134,-12,1782
32,-9962,-485,1433
33,-11168,-203,609
34,-12240,-308,362
35,-13330,-762,447
36,-14142,-596,688
37,-13252,-1826,1049
38,-11996,-1702,1080
39,-10848,-1470,1248
40,-10518,-128,936
41,-10420,1052,-406
42,-11338,2147,-1332
43,-11784,2586,-1980
44,-12516,2204,-2384
45,-12610,658,-2011
46,-12410,-120,-1864
47,-12368,-1082,-1196
48,-11858,-1898,-1156
49,-10854,-2350,-1163
50,-10076,-1328,-1598
51,-9978,535,-1707
52,-9334,2996,-2224
53,-8658,2578,-2499
54,-7512,1977,-2192
55,-5722,964,-2150
56,-5340,204,-1749
57,-5244,381,-1237
58,-5076,520,-1206
59,-4094,-243,-1089
60,-2358,-472,-933
61,-344,-258,-620
62,1662,-566,-519
63,3362,-1307,-316
64,5188,-2081,-45
65,7144,-2845,-354
66,9056,-3196,-118
67,10410,-3530,-7
68,11554,-1979,84
69,13262,-196,801
70,14064,1252,1118
71,14536,1697,1255
72,14456,1713,1351
73,13812,1405,1083
74,12658,855,826
75,12082,-68,-78
76,11502,-1569,-953
77,12774,-3100,-1613
78,13788,-4367,-3009
79,14856,-4491,-3281
80,15134,-3116,-3412
81,14052,-2505,-2523
82,12578,-1917,-2049
83,11440,-1701,-1069
84,11758,-1590,-1286
85,11964,-1835,-1221
86,13772,-702,-1583
87,15162,654,-1116
88,15584,2119,-790
89,16176,3394,-613
90,15714,4375,-780
91,14846,3799,-876
92,13500,2153,-1117
93,13114,600,-1950
94,12020,-653,-2382
95,12014,-1802,-2712
96,12230,-1904,-2779
97,12136,-472,-2186
98,11322,1063,-1230
99,10914,1586,-357
100,10140,1209,429
101,9526,411,299
102,8908,-961,151
103,8808,-1229,25
104,8978,-617,14
105,9224,93,144
106,8970,765,303
107,8964,1121,897
108,8936,1046,715
109,8556,1025,641
110,8410,78,465
111,8726,-545,240
112,9032,-1703,-308
113,8856,-2079,-266
114,9060,-1507,-378
115,8970,-57,127
116,9466,1134,424
117,9658,1292,438
118,8948,574,94
119,8470,-669,443
120,8370,-1718,381
121,8098,-2195,321
122,8496,-2422,205
123,8562,-1211,-12
124,8598,-449,-71
125,8398,1122,292
126,8178,1984,118
127,7042,1333,-315
128,5782,123,-139
129,5008,-529,-911
130,4086,-799,-810
131,3540,-116,-594
132,2178,909,-868
133,1526,1911,-706
134,88,1883,-843
135,-900,2022,-828
136,-2284,1846,-499
137,-3556,1742,-222
138,-5258,1535,-518
139,-6544,100,-575
140,-7664,-639,-879
141,-8380,-1306,-541
142,-9204,-934,-333
143,-9994,416,-179
144,-10646,1237,-145
145,-11034,2429,-354
146,-11346,2929,-320
147,-11804,3003,-322
148,-11938,2422,-646
149,-13250,663,-709
150,-13978,-689,-87
151,-14670,-1242,363
152,-15316,-855,1430
153,-14822,424,1716
154,-15284,1761,1947
155,-15026,4011,2511
156,-14296,4876,2487
157,-13028,4432,1043
158,-12090,2456,-1328
159,-12062,-673,-3413
160,-11896,-2870,-4476
161,-12872,-4184,-4210
162,-14368,-4661,-3600
163,-15292,-4514,-1685
164,-15628,-3340,-1033
165,-15342,-1045,-144
166,-14698,271,281
167,-12692,1588,906
168,-11092,2329,530
169,-9374,2018,481
170,-9040,1648,14
171,-9496,1020,-507
172,-10638,-400,-501
173,-11462,-1200,156
174,-12544,-2066,739
175,-13074,-2304,745
176,-13058,-1718,310
177,-12616,-2002,156
178,-11990,-1611,248
179,-11442,-1790,69
180,-11826,-1311,257
181,-11976,-203,73
182,-11764,814,-441
183,-11940,1043,-391
184,-11932,1159,473
185,-11824,951,695
186,-11356,238,1014
187,-10996,382,1378
188,-9658,1038,1276
189,-8198,1425,1335
190,-7426,1794,1276
191,-7332,1744,1255
192,-8124,1917,1205
193,-7928,1125,1075
194,-6986,731,1026
195,-5404,176,1004
196,-3868,-863,692
197,-1566,-1840,625
198,-908,-1313,728
199,-8,-943,1025
200,408,-431,1202
201,638,-641,1375
202,1608,-776,1102
