Index,Gx,Gy,Gz
0,-142,102,159
1,-128,85,-119
2,134,101,-125
3,-132,101,-127
4,-404,366,-130
5,-130,91,-119
6,120,-161,129
7,-126,369,144
8,146,115,128
9,-132,101,-101
10,-120,109,132
11,138,-155,131
12,136,-161,143
13,-128,-159,147
14,116,97,131
15,-140,101,-111
16,-114,111,150
17,144,-161,-93
18,-116,-153,155
19,-142,-172,-121
20,-124,87,-99
21,130,-151,145
22,-134,101,141
23,132,367,144
24,-114,-153,-119
25,-126,95,155
26,-108,89,151
27,140,-157,141
28,-110,99,131
29,-124,101,123
30,-102,-155,135
31,-128,99,-117
32,-128,-167,-119
33,136,85,151
34,130,95,141
35,134,-169,121
36,134,85,-121
37,118,-161,-95
38,-126,-159,139
39,130,105,-125
40,-398,-164,145
41,128,-153,-89
42,-132,83,151
43,-126,91,-109
44,130,-171,129
45,-130,-151,139
46,-130,101,141
47,-130,-157,151
48,-124,97,-113
49,-138,-169,133
50,130,91,127
51,-112,101,119
52,-116,-149,-115
53,124,-165,163
54,136,89,139
55,140,367,142
56,-130,99,-123
57,-134,99,-111
58,-124,-153,-105
59,140,-159,-101
60,132,-161,-123
61,-120,97,-115
62,136,95,141
63,144,101,-115
64,146,-163,131
65,128,-179,139
66,132,83,-105
67,132,-157,-111
68,152,103,139
69,136,91,143
70,-130,-163,-109
71,-134,101,143
72,-140,-159,169
73,-140,89,-109
74,-398,98,127
75,116,-167,-123
76,-126,91,129
77,126,99,135
78,138,93,-105
79,-132,-155,-99
80,-128,-151,-115
81,124,-155,-111
82,-142,90,-111
83,-140,83,143
84,134,99,-109
85,132,111,158
86,-130,107,151
87,-140,-151,-105
88,118,101,165
89,134,-165,139
90,146,99,131
91,-118,93,131
92,-124,107,-125
93,122,107,117
94,-130,95,-123
95,-138,-163,-105
96,-136,-163,-109
97,142,85,167
98,-124,85,-101
99,122,93,157
100,144,-157,-107
101,-132,-159,141
102,-142,96,-105
103,-146,104,153
104,118,-159,149
105,-118,99,-121
106,130,97,151
107,-126,97,-115
108,-124,-157,-105
109,138,-177,159
110,-128,-159,129
111,-140,-155,137
112,-126,115,-110
113,136,107,-95
114,-140,93,159
115,-114,93,-123
116,-108,103,-111
117,-112,-155,145
118,130,371,-114
119,134,109,-114
120,-138,107,-109
121,-128,101,143
122,124,-167,127
123,-408,-154,-117
124,130,101,-119
125,124,107,157
126,118,-155,-109
127,-398,384,168
128,-122,123,-122
129,-136,117,-112
130,-130,-157,-125
131,124,-171,-129
132,-142,-166,-125
133,-122,-161,151
134,-136,365,-88
135,-118,371,136
136,-122,-151,-121
137,-124,97,-113
138,-124,97,141
139,-118,93,133
140,136,109,140
141,136,-149,157
142,-132,91,141
143,136,-163,-109
144,-134,93,-127
145,-116,113,142
146,142,-149,-119
147,122,105,-99
148,-126,-155,161
149,126,91,139
150,-126,103,-131
151,-108,107,-143
152,-124,109,-110
153,120,89,151
154,116,97,143
155,-130,97,-107
156,136,-155,-107
157,-134,99,-111
158,120,99,127
159,-108,-161,107
160,-132,-159,-135
161,130,-165,125
162,-122,99,131
163,-124,99,-127
164,-134,89,133
165,-126,99,159
166,142,365,150
167,134,-151,-107
168,138,109,-96
169,118,97,145
170,-134,95,-109
171,-120,93,151
172,-124,111,-112
173,-146,-150,-119
174,-408,104,-117
175,-146,102,-113
176,-128,93,-101
177,132,97,139
178,-126,-159,-123
179,126,91,155
180,-134,-163,-101
181,128,103,131
182,116,111,134
183,-134,-159,139
184,122,-153,-137
185,124,93,-113
186,-134,89,173
187,-110,103,-107
188,136,-161,153
189,-106,-149,-115
190,-122,365,-120
191,-398,114,-100
192,-130,121,162
193,128,113,150
194,-108,99,-121
195,-134,87,131
196,-120,-151,141
197,132,-151,139
198,-120,367,-114
199,146,119,156
200,-118,-169,155
201,-122,83,137
202,138,-165,-105
