Index,Gx,Gy,Gz
0,-95,56,-125
1,171,75,115
2,-75,71,-125
3,-69,-187,135
4,-79,-189,-121
5,171,341,128
6,-345,78,-134
7,-63,-185,107
8,-69,-189,127
9,-83,69,137
10,-77,83,-116
11,179,83,124
12,-101,66,137
13,-95,-184,137
14,179,87,-134
15,187,83,124
16,-99,-198,-127
17,-347,-202,137
18,-97,60,-129
19,171,79,-118
20,-81,59,-131
21,181,65,111
22,171,-191,-133
23,-91,70,-145
24,-83,75,153
25,-81,73,-119
26,185,61,115
27,-83,61,-135
28,175,-187,-143
29,-59,81,126
30,177,61,-105
31,-91,-192,151
32,175,-189,-129
33,179,61,137
34,189,73,-133
35,181,69,133
36,171,65,-125
37,-75,71,-109
38,-81,77,-122
39,179,-185,-131
40,169,73,-131
41,-81,81,136
42,-89,336,126
43,171,79,-138
44,175,65,-133
45,179,-193,-163
46,183,65,-137
47,-361,-186,-127
48,-89,70,117
49,-51,-181,-137
50,-69,-191,-127
51,-75,75,123
52,173,69,-119
53,-79,-193,-123
54,169,-195,-131
55,-99,62,-133
56,-101,68,119
57,-349,-200,-117
58,-67,-191,139
59,177,-199,151
60,179,53,-125
61,175,-187,117
62,169,59,-125
63,-351,-190,131
64,-89,-186,125
65,-349,70,125
66,-349,-188,103
67,-79,69,-121
68,-357,-186,137
69,-349,72,-113
70,-75,-189,-127
71,173,63,-133
72,-77,-191,-133
73,183,67,123
74,171,57,113
75,173,-193,-137
76,-347,64,105
77,-81,-187,-157
78,185,75,-121
79,171,69,-129
80,-81,-195,135
81,-81,-199,121
82,-85,59,109
83,-93,70,-133
84,183,61,127
85,175,-191,-121
86,173,-187,121
87,171,-185,113
88,-67,85,114
89,183,-193,111
90,-345,76,141
91,-83,75,-141
92,169,339,-140
93,-75,61,-127
94,-89,64,-127
95,-97,-188,-121
96,-73,341,-120
97,189,-181,141
98,169,333,134
99,173,-191,143
100,175,-197,-125
101,-85,-195,-125
102,-347,-196,111
103,-85,67,121
104,177,73,135
105,-85,333,-120
106,-81,71,-133
107,-73,67,123
108,-77,63,135
109,189,65,121
110,-71,69,-121
111,-83,-189,-129
112,-353,64,109
113,-347,-198,147
114,179,-187,-121
115,-73,-181,133
116,171,-185,-129
117,-83,-187,119
118,187,65,-141
119,191,-197,-119
120,-87,-183,-135
121,-83,77,122
122,-73,75,149
123,175,71,-117
124,-75,333,-132
125,175,57,123
126,-75,83,-142
127,-95,56,-131
128,177,59,121
129,-349,-200,147
130,-353,68,-117
131,-99,64,137
132,169,-191,-111
133,-345,-198,-129
134,-81,53,-127
135,-79,61,113
136,187,79,128
137,-85,61,-137
138,-349,76,-131
139,-347,76,-117
140,-89,-184,-131
141,183,71,135
142,-69,73,-129
143,-79,61,-141
144,175,333,-122
145,179,75,131
146,-77,-185,-131
147,-71,83,118
148,-75,77,-138
149,-81,-193,109
150,-347,-194,117
151,-87,-189,129
152,-349,-182,125
153,-347,344,130
154,181,89,128
155,185,75,117
156,195,-187,-139
157,-85,-191,-125
158,-345,-196,-115
159,-355,-194,-109
160,-75,77,132
161,177,61,-129
162,-63,71,-145
163,-63,341,106
164,-83,67,-121
165,-99,64,-143
166,-93,-212,-137
167,171,-201,129
168,179,-189,141
169,181,-185,135
170,-69,81,132
171,-85,83,142
172,-77,77,-112
173,179,55,125
174,-63,-203,-131
175,-83,61,133
176,-83,-189,119
177,-71,73,-133
178,-89,-180,137
179,-89,74,147
180,169,71,-123
181,177,85,-132
182,173,-183,-133
183,171,-191,133
184,-93,62,147
185,-349,338,146
186,171,67,123
187,-69,83,-126
188,173,-185,125
189,-73,-199,131
190,-85,-195,-139
191,175,63,-113
192,-91,70,-127
193,-93,-186,-133
194,-81,65,129
195,-95,-192,-115
196,177,55,127
197,179,-191,119
198,181,-197,133
199,-73,73,143
200,-89,74,-123
201,175,-193,-141
202,-99,58,123
