Index,Gx,Gy,Gz
0,967,841,289
1,653,63,286
2,173,626,-51
3,-877,1088,14
4,-2251,1956,-72
5,-3913,1659,-182
6,-5011,1111,-694
7,-5707,806,-1609
8,-6099,-378,-1646
9,-6271,-270,-1832
10,-6401,275,-1850
11,-6399,1160,-1781
12,-6979,1880,-1930
13,-8223,2194,-1627
14,-9823,2529,-1741
15,-11113,2487,-1901
16,-12559,1871,-1678
17,-13791,1538,-2023
18,-14329,906,-1378
19,-13697,18,-926
20,-13193,-160,-454
21,-13101,-51,-95
22,-12843,-150,272
23,-12685,54,-119
24,-13517,193,-903
25,-14225,390,-1584
26,-15519,240,-2057
27,-16445,-474,-2943
28,-16947,-1218,-3165
29,-16957,-2133,-2249
30,-15399,-3534,-1931
31,-13207,-4383,-830
32,-11017,-3224,-261
33,-10753,-2281,-100
34,-10437,-1256,200
35,-11143,-22,-157
36,-12369,864,-505
37,-13229,1074,-733
38,-14249,797,-1266
39,-14165,282,-1624
40,-13811,-114,-1367
41,-12593,-999,-842
42,-11167,-675,-983
43,-10181,-1371,-502
44,-9217,-838,-255
45,-8977,-391,172
46,-8413,544,505
47,-8259,1151,497
48,-7181,1704,693
49,-6793,1995,49
50,-5981,1059,125
51,-5633,413,-21
52,-4433,-615,164
53,-3107,-1360,254
54,-1695,-706,95
55,-271,-46,47
56,43,455,-24
57,561,1413,293
58,1233,1601,-9
59,1551,1599,-425
60,2413,1021,-295
61,3867,325,-331
62,5201,-633,-525
63,6823,-1612,158
64,8023,-2374,340
65,9589,-2134,-93
66,11021,-2059,355
67,11731,-953,527
68,12441,633,941
69,12461,1727,1738
70,12203,2956,1539
71,11731,2874,1047
72,11243,1742,499
73,11293,400,7
74,11811,-1795,-717
75,13355,-4478,-1510
76,14759,-5740,-1172
77,15945,-6438,-862
78,16763,-5380,-550
79,17111,-3232,768
80,16253,-690,1468
81,15413,1478,2267
82,14977,2068,2083
83,14473,1671,2214
84,14839,952,986
85,15653,-509,-476
86,16517,-964,-1289
87,16237,-559,-1415
88,16497,-454,-683
89,15603,-317,-67
90,14655,-265,593
91,13869,-1388,390
92,13159,-2134,310
93,12313,-2649,193
94,12193,-2995,197
95,12991,-1689,459
96,13335,217,627
97,13973,2438,1769
98,13485,2734,1967
99,12209,2027,2236
100,11735,279,1456
101,11625,-1613,428
102,11945,-2765,69
103,11807,-3493,-35
104,12415,-3238,300
105,12313,-2852,721
106,12327,-2137,1187
107,13127,-1768,882
108,13067,-1491,420
109,13229,-1444,716
110,13439,-727,621
111,13589,413,1241
112,13259,1195,904
113,12633,1777,756
114,11319,2081,605
115,9587,1808,864
116,7571,1380,859
117,5949,344,872
118,3761,-279,896
119,1603,273,415
120,89,185,-79
121,-1777,665,355
122,-4485,735,-475
123,-5861,-118,-945
124,-7271,-1191,-1474
125,-7857,-1484,-1976
126,-8297,-208,-1723
127,-8449,791,-1896
128,-9085,1835,-1784
129,-10013,2258,-1837
130,-11299,2152,-2425
131,-12027,1563,-2712
132,-12629,1327,-3216
133,-13453,630,-3248
134,-14953,945,-3027
135,-15781,1118,-1356
136,-17305,2381,-536
137,-18219,2885,601
138,-18341,2373,1698
139,-17665,2932,1833
140,-17383,3994,1157
141,-16869,3822,732
142,-16241,3634,-1231
143,-16383,2756,-4003
144,-16147,1374,-5644
145,-16351,150,-5841
146,-16405,-592,-5079
147,-16197,-1316,-3038
148,-16483,-873,-1504
149,-15543,328,25
150,-15527,653,751
151,-14649,925,431
152,-14049,359,-28
153,-13917,-332,-315
154,-14173,-1474,-1218
155,-15349,-1629,-1925
156,-15633,-2503,-2578
157,-16049,-2910,-2073
158,-16331,-3631,-1406
159,-14697,-3800,-214
160,-12967,-2726,642
161,-11957,-647,315
162,-11935,1426,273
163,-11485,2409,384
164,-11099,2833,120
165,-11317,3622,61
166,-12419,4245,-300
167,-13173,4471,-1457
168,-13457,2060,-1564
169,-12609,480,-791
170,-11853,-793,-655
171,-10319,-353,-466
172,-8845,892,-116
173,-8183,1130,-453
174,-8253,1075,-148
175,-7965,1923,-441
176,-7907,1885,-990
177,-8177,2085,-877
178,-7819,2386,-815
179,-6917,1846,-654
180,-6139,1833,-367
181,-3995,1918,123
182,-2883,1813,452
183,-2205,1656,511
184,-1921,1432,75
185,-2675,833,54
186,-2537,858,-427
187,-2555,65,-466
188,-2043,355,17
189,-1123,-142,330
190,81,-302,557
191,1107,-821,530
192,2633,-1030,986
193,4225,-185,963
194,5537,39,613
195,7145,358,871
196,8291,5,169
197,9271,426,-163
198,9753,-7,-770
199,10191,-351,-1303
200,10995,-1242,-1641
201,11241,-2840,-1866
202,11997,-3485,-2272
