Index,Gx,Gy,Gz
0,-66,-161,126
1,196,91,128
2,-64,-155,-120
3,-58,105,131
4,-50,-155,116
5,-72,-159,148
6,-74,-164,152
7,-64,-169,-104
8,-332,84,132
9,184,363,-125
10,-74,92,-110
11,-66,-167,-126
12,198,-165,136
13,-68,-173,136
14,-70,97,-118
15,200,-159,-124
16,-60,97,-124
17,-80,82,154
18,184,91,-104
19,-332,-166,146
20,-60,101,150
21,-340,-160,-110
22,-338,360,-117
23,-330,102,-106
24,-334,-156,150
25,-80,98,-110
26,-80,96,144
27,-330,-156,122
28,-70,-169,-104
29,190,-167,182
30,-50,101,168
31,186,91,136
32,-330,88,-114
33,-70,-165,132
34,192,359,-123
35,-50,365,143
36,-74,-164,156
37,-68,-155,144
38,-76,82,-106
39,-72,-169,-124
40,-64,-157,116
41,-48,89,-134
42,-68,-163,134
43,198,105,-111
44,186,101,148
45,184,101,-96
46,-64,93,124
47,-74,-178,-124
48,-68,-167,124
49,186,361,-105
50,-68,365,153
51,198,-155,130
52,192,369,139
53,-64,-177,-130
54,-58,-167,-128
55,-76,94,134
56,-340,-156,-110
57,-76,96,-108
58,-68,-169,-110
59,-330,82,-122
60,-58,-167,-136
61,-54,363,-123
62,-68,-161,-106
63,-62,105,-133
64,200,109,137
65,-62,-157,136
66,-60,-155,-114
67,-64,-173,-114
68,192,103,151
69,-66,89,148
70,192,-159,124
71,196,361,-139
72,184,-163,-112
73,-66,-161,138
74,-60,-175,134
75,198,-173,126
76,186,-163,124
77,-82,-168,-114
78,-334,84,-106
79,190,79,134
80,-66,-171,150
81,-68,101,162
82,-80,90,140
83,198,87,150
84,200,-167,152
85,-64,93,134
86,-70,-155,146
87,-80,-166,142
88,-70,89,136
89,190,365,127
90,-52,-157,146
91,-74,-168,-106
92,200,359,-127
93,-58,363,141
94,198,99,-118
95,194,97,-104
96,192,-161,-104
97,-64,93,140
98,-330,84,-102
99,-332,102,-92
100,-338,94,-106
101,184,85,-114
102,-72,77,150
103,184,-173,-114
104,200,-165,-120
105,-60,-161,144
106,-74,102,-116
107,-58,87,-122
108,-54,103,-107
109,190,105,-109
110,198,-167,-126
111,-62,-169,124
112,184,79,130
113,198,-159,-100
114,186,111,-109
115,-342,86,134
116,-340,100,-112
117,196,359,-105
118,-350,-158,-100
119,-76,88,152
120,-72,-169,-102
121,202,101,136
122,190,-165,-122
123,-332,-162,-114
124,-78,76,126
125,-68,83,150
126,-84,-154,148
127,-76,90,142
128,-74,-168,-92
129,184,91,-120
130,-62,-171,-130
131,-62,103,-121
132,-66,369,-105
133,-70,-161,136
134,-338,-166,-120
135,-64,-165,130
136,200,97,138
137,198,97,-114
138,202,-167,-128
139,-68,359,129
140,184,361,-141
141,-64,107,131
142,186,-157,-110
143,-74,-158,-108
144,-76,102,-118
145,-336,96,138
146,-76,-178,-126
147,192,93,-112
148,204,-163,-122
149,-58,111,-133
150,-48,103,127
151,-74,84,124
152,-330,102,-106
153,-332,104,-131
154,204,101,-128
155,-38,117,-107
156,192,-171,-128
157,-64,-163,-110
158,-62,-165,142
159,-62,-155,132
160,-62,105,139
161,-58,359,-113
162,-70,361,121
163,-68,107,-101
164,-66,101,126
165,-58,-161,108
166,-82,-158,-108
167,-76,-172,152
168,194,-167,130
169,-58,-171,-110
170,198,-159,-118
171,-50,-163,144
172,212,-163,146
173,190,-165,154
174,196,93,-106
175,206,-165,-118
176,-58,99,-118
177,-78,-166,166
178,190,105,131
179,-56,-159,-118
180,-84,360,-97
181,-332,106,-105
182,-72,-167,122
183,-62,85,-120
184,-56,359,-109
185,-336,94,-104
186,192,361,129
187,-72,107,-117
188,-82,-158,172
189,188,-163,-106
190,192,97,136
191,198,-157,-116
192,-80,100,152
193,-84,90,134
194,188,91,150
195,-64,-157,134
196,194,77,-126
197,-330,-164,-96
198,202,77,-118
199,196,83,138
200,190,87,-118
201,196,107,-101
202,-56,103,123
