Index,Gx,Gy,Gz
0,-520,177,-235
1,-224,187,45
2,-96,237,119
3,294,284,243
4,384,374,298
5,100,172,550
6,-38,114,474
7,-438,195,421
8,-494,-283,148
9,-154,-241,167
10,32,-160,483
11,4,-713,582
12,756,-710,628
13,446,-377,657
14,512,-221,217
15,536,57,557
16,634,-489,300
17,1242,-850,287
18,1032,-1330,544
19,1022,-1394,558
20,1236,-1312,490
21,1008,-826,485
22,1128,-454,596
23,1344,-383,993
24,1558,-574,1156
25,1712,-1014,852
26,1678,-1531,1493
27,2058,-2711,1358
28,2768,-3461,1647
29,3508,-3896,1662
30,3550,-2837,1669
31,4474,-1146,1253
32,4338,-179,1515
33,4182,506,1231
34,4058,-376,959
35,4100,-1636,450
36,4222,-2783,-165
37,5508,-3768,-56
38,6098,-3017,-317
39,7300,-1617,-111
40,8558,245,607
41,9126,1984,822
42,8540,2329,679
43,7916,1127,626
44,7520,26,190
45,7044,-844,155
46,7026,-1276,68
47,6828,-695,-333
48,7348,-270,-98
49,7124,501,426
50,7322,542,594
51,7202,412,681
52,6834,-809,626
53,7428,-1346,229
54,7466,-1861,565
55,7938,-1405,551
56,8534,-249,354
57,9068,807,1022
58,9398,1092,928
59,8968,194,915
60,8408,-1168,806
61,8076,-2490,720
62,7718,-3146,694
63,7982,-2572,767
64,7770,-1820,1148
65,8050,-288,1296
66,7370,1199,1269
67,5698,1695,1119
68,4250,1425,772
69,3220,1136,847
70,1952,1451,309
71,558,1622,237
72,-968,1596,-330
73,-2612,2034,-465
74,-4676,1503,-974
75,-6354,689,-1499
76,-7878,-144,-2056
77,-8916,-442,-2764
78,-9486,-199,-2770
79,-9794,1279,-2607
80,-9918,2469,-2882
81,-10718,2832,-2961
82,-12256,2395,-3202
83,-13360,1614,-3752
84,-14800,749,-3832
85,-15246,1068,-3160
86,-15336,1668,-2783
87,-14878,2150,-1492
88,-13724,2932,-523
89,-12170,2635,154
90,-10020,3135,209
91,-8490,3598,633
92,-8502,3705,562
93,-9012,4638,-177
94,-11020,3951,-378
95,-13448,1930,-1298
96,-15650,-935,-1724
97,-15264,-2740,-2263
98,-13164,-3210,-1628
99,-10560,-2257,-1378
100,-8822,353,-373
101,-8548,1501,50
102,-8450,1917,320
103,-8802,2489,426
104,-9196,2280,-652
105,-9892,1695,-766
106,-11022,1317,-849
107,-11922,419,-258
108,-12230,-813,-335
109,-11760,-1683,-303
110,-11208,-2555,-218
111,-9880,-2398,-535
112,-9204,-1524,-595
113,-8416,-807,-1237
114,-7914,479,-1190
115,-7436,1886,-693
116,-8070,2421,-240
117,-7884,2280,-202
118,-8236,1999,5
119,-6934,618,7
120,-6076,-380,-699
121,-5660,-934,-727
122,-5978,-799,-637
123,-6140,-171,-409
124,-5994,298,-204
125,-6144,1528,-217
126,-6290,1327,551
127,-6130,931,416
128,-4690,324,511
129,-3934,-419,160
130,-2194,-512,-616
131,-1622,-881,-487
132,-814,-1412,-504
133,-164,-1206,-773
134,78,-945,-597
135,978,-1077,-693
136,2446,-1754,-734
137,3418,-1726,-492
138,4010,-1277,-450
139,4160,-87,-503
140,4146,163,-980
141,4188,1042,-1244
142,3982,787,-1706
143,3708,217,-1402
144,4354,-379,-1983
145,5482,-1054,-2675
146,6418,-2061,-2568
147,7202,-2575,-2906
148,7698,-2477,-2523
149,7944,-2525,-2278
150,7566,-2101,-1398
151,7062,-1387,-1305
152,6930,-624,-1040
153,6590,72,-947
154,6808,-169,-1777
155,8382,-340,-2393
156,9560,-884,-2204
157,9898,-595,-1103
158,10824,-514,-365
159,11532,-125,129
160,12640,268,409
161,13538,1496,1058
162,13366,3057,1245
163,12944,3146,1786
164,11550,2529,1365
165,10194,536,872
166,9588,-1837,-208
167,9948,-3227,-481
168,10964,-4464,-469
169,11458,-4449,-446
170,12052,-2513,140
171,11948,-21,937
172,11438,1477,1535
173,10588,1461,1209
174,9482,-269,873
175,8774,-2448,172
176,8224,-3471,-123
177,8608,-3773,20
178,9252,-2612,88
179,10224,-472,-1
180,11080,2051,470
181,11312,4448,1036
182,10720,5261,1329
183,10188,3854,1008
184,8824,1827,375
185,7724,-305,-312
186,7122,-945,2
187,7300,-985,-280
188,8268,-488,92
189,8856,143,-247
190,9872,524,-122
191,10194,289,147
192,10376,-89,-173
193,10614,-735,-185
194,10968,-796,-213
195,10770,-548,1
196,11006,-482,-801
197,11060,-704,-600
198,10700,277,-541
199,10716,1303,-707
200,10904,2034,-617
201,10408,1217,-550
202,9344,918,-707
