Index,Gx,Gy,Gz
0,1569,423,310
1,1973,-165,255
2,2301,-174,521
3,2533,189,40
4,2533,601,347
5,2235,1178,526
6,2083,1628,774
7,1475,955,841
8,1565,462,642
9,1279,-518,357
10,1375,-1250,409
11,1333,-1201,324
12,1715,-1035,92
13,2269,-1137,126
14,3535,-1700,291
15,3929,-1085,-194
16,5161,-1385,-161
17,6025,-1197,-521
18,6485,-773,-504
19,7665,-946,-761
20,8057,-1694,-780
21,8811,-2149,-1140
22,9679,-2753,-1193
23,10673,-1364,-610
24,10649,965,-179
25,10293,3435,964
26,9417,3878,1083
27,7939,3345,1503
28,7117,1805,1514
29,6751,-344,598
30,5977,-2189,616
31,6363,-3884,810
32,7089,-4407,214
33,7525,-3421,172
34,7367,-443,626
35,6899,2569,1038
36,6001,3856,910
37,4733,3309,841
38,3739,1800,293
39,3063,336,-348
40,1947,-484,-634
41,555,-583,-628
42,-121,44,-191
43,-1309,1454,-170
44,-2373,1260,-483
45,-3727,1039,-539
46,-4165,158,-711
47,-5121,119,-1481
48,-5867,1212,-1134
49,-7309,2203,-866
50,-8235,2596,-925
51,-9737,2326,-734
52,-11205,1683,-682
53,-11671,1448,-1406
54,-12485,817,-1225
55,-12187,1548,-1181
56,-12681,2590,-663
57,-14121,3335,-476
58,-15017,3414,-314
59,-15905,2743,240
60,-15865,2138,142
61,-15889,1297,-214
62,-15445,859,-547
63,-14861,1566,-832
64,-15003,1614,-137
65,-15083,2085,-405
66,-14565,2411,-574
67,-13315,1624,-1617
68,-13417,941,-2235
69,-13377,503,-2529
70,-13671,284,-1689
71,-14093,932,-1698
72,-13815,750,-1784
73,-13295,976,-1122
74,-13129,950,-1019
75,-13027,1542,-836
76,-13015,1052,-437
77,-13087,155,-649
78,-12403,-240,-1029
79,-12791,-199,-1191
80,-13123,92,-1313
81,-13269,414,-860
82,-13715,228,-827
83,-14037,938,-721
84,-13939,911,-1477
85,-14031,897,-1434
86,-14087,379,-531
87,-13947,-229,-284
88,-12953,-613,-444
89,-11145,-967,-234
90,-9527,-547,-547
91,-7947,1037,-117
92,-6867,2270,-382
93,-6515,2346,-290
94,-6327,1213,8
95,-5289,-655,-359
96,-3153,-1954,-454
97,-1665,-2560,-290
98,139,-2954,90
99,2147,-3290,677
100,3515,-2495,644
101,4757,-1960,1103
102,5391,-599,1280
103,6633,356,1477
104,7157,1897,1033
105,8275,2283,-55
106,9581,2172,-1324
107,10553,774,-2345
108,11361,-588,-2689
109,11889,-2078,-3662
110,12393,-3809,-4172
111,13009,-4835,-4516
112,14079,-5244,-4625
113,14487,-5017,-5234
114,15459,-4060,-5118
115,15469,-3051,-5168
116,15725,-2070,-5251
117,15677,-771,-5571
118,15571,995,-4529
119,15191,1841,-3379
120,14993,2448,-2347
121,14917,2386,-1924
122,14721,2582,-1208
123,15413,1806,-1565
124,15749,1252,-1587
125,15735,853,-1926
126,15675,418,-1471
127,15379,495,-553
128,15219,892,-432
129,14887,304,73
130,13903,299,125
131,13043,519,189
132,13043,204,450
133,13411,-152,418
134,13517,-1354,387
135,13831,-1429,169
136,13977,-212,643
137,13911,1654,1839
138,12565,3189,2273
139,11797,4155,2590
140,11269,2852,2266
141,10875,794,1203
142,9973,-571,541
143,8887,-1935,243
144,8679,-2435,-308
145,8263,-2705,-146
146,8029,-2817,-127
147,8355,-1145,-285
148,8523,251,-104
149,8441,794,-688
150,7399,475,-673
151,6889,6,-1316
152,6279,-1200,-1215
153,5935,-926,-1066
154,5553,-455,-1177
155,5049,1469,-795
156,4495,3390,10
157,3107,4408,350
158,719,4647,420
159,-1077,3177,-318
160,-3247,1233,-536
161,-4911,-550,-861
162,-6501,-1438,-842
163,-7709,-1753,-612
164,-8949,-1245,-81
165,-9869,-305,87
166,-10555,690,732
167,-11587,1461,1212
168,-11907,1628,1121
169,-12571,2473,1113
170,-12637,3186,1153
171,-12925,3934,537
172,-13723,4656,-214
173,-15485,3608,-1616
174,-17141,1017,-2301
175,-17813,-1435,-2342
176,-17937,-3064,-1356
177,-18237,-3478,363
178,-18213,-1652,720
179,-18229,-263,1363
180,-17395,1651,1094
181,-16359,2627,664
182,-15487,2636,-66
183,-15721,2407,-1128
184,-16675,1919,-2140
185,-17977,461,-2207
186,-19629,-1251,-1050
187,-19985,-2159,444
188,-19489,-2496,1909
189,-18843,-1475,2590
190,-17069,-746,3026
191,-15133,376,2844
192,-13287,1002,2478
193,-13063,1104,1883
194,-13835,1525,1549
195,-14973,2589,86
196,-15529,2544,-420
197,-16119,1221,-57
198,-15967,1155,712
199,-15913,670,1589
200,-16015,131,2137
201,-14621,11,1862
202,-12483,-367,1470
