Index,Gx,Gy,Gz
0,881,-315,-164
1,1143,-484,-251
2,1487,-451,-106
3,2155,-633,-456
4,2735,-1229,-814
5,3253,-1764,-708
6,4153,-2189,-717
7,5095,-2441,-785
8,6025,-1959,-80
9,6817,-1656,-313
10,7559,-1531,-153
11,8293,-1572,-793
12,9147,-1283,-586
13,9971,-330,-514
14,10537,938,-505
15,10925,1277,-327
16,10403,1396,-98
17,9969,80,-233
18,9839,-770,-175
19,10535,-1337,-229
20,10589,-619,-401
21,10163,200,-769
22,10285,1369,-190
23,9063,1394,-8
24,8257,608,510
25,8475,268,362
26,8549,1049,-410
27,8317,1979,-131
28,6567,3124,51
29,5113,3601,439
30,3339,2720,7
31,1653,1762,-86
32,31,294,-865
33,-627,-163,-829
34,-1687,-54,-563
35,-2469,590,-587
36,-3759,1686,-32
37,-5119,1925,-202
38,-6651,1408,-464
39,-7811,278,-232
40,-8759,-158,-260
41,-9315,-49,-178
42,-10377,454,-764
43,-11131,244,-1136
44,-12201,-374,-1261
45,-13333,-826,-1823
46,-13673,-633,-2352
47,-14923,-490,-2032
48,-15315,12,-1221
49,-15317,1026,-715
50,-14937,2517,-362
51,-14901,3568,450
52,-14337,3618,-27
53,-13793,3038,-635
54,-13793,2406,-1536
55,-14181,832,-2110
56,-15099,-678,-2735
57,-15797,-1725,-2466
58,-16535,-2786,-1854
59,-16409,-2791,-484
60,-16109,-1942,800
61,-15643,-800,1326
62,-15311,-120,1643
63,-14337,-200,1711
64,-13581,406,1908
65,-14339,110,1521
66,-15071,258,586
67,-15865,-947,241
68,-16501,-1963,211
69,-16657,-1801,993
70,-16853,-807,1280
71,-16845,-114,1735
72,-16449,392,1877
73,-15677,982,1100
74,-15347,879,1287
75,-15359,933,533
76,-14793,1013,-19
77,-13861,679,-808
78,-12707,-281,-822
79,-12291,-1255,-207
80,-11839,-1239,-5
81,-11297,-774,164
82,-9573,-840,-39
83,-7461,-139,-277
84,-5989,604,-436
85,-5075,1950,-956
86,-4241,2485,-676
87,-4045,1381,-1311
88,-3783,-100,-727
89,-3027,-1062,-729
90,-865,-1860,-1405
91,1763,-2189,-1466
92,3465,-3048,-728
93,5411,-3237,-886
94,5715,-2852,-254
95,6557,-1723,427
96,7375,-521,339
97,7695,255,363
98,8443,738,-381
99,9169,679,-1037
100,10023,869,-1542
101,10537,-307,-2512
102,10923,-1666,-3539
103,11765,-3315,-4365
104,12841,-4083,-4769
105,13897,-4125,-5093
106,14493,-2997,-4686
107,14041,-677,-4036
108,12789,1394,-3045
109,12387,3484,-2038
110,12499,4009,-1189
111,12891,3628,-1799
112,14127,2526,-2198
113,15533,1042,-2834
114,16661,268,-2628
115,17007,740,-2039
116,16531,2722,-754
117,15253,4390,441
118,14121,5502,1825
119,12663,4864,1655
120,11997,3988,1262
121,12381,1954,211
122,13589,993,-735
123,13557,1472,-1093
124,13465,2789,-294
125,12385,4154,712
126,11151,3712,2017
127,10591,2715,1618
128,10361,547,1262
129,10327,-2535,1007
130,10203,-4903,923
131,10289,-5430,599
132,10835,-4470,931
133,11615,-1763,1576
134,11279,984,2265
135,11409,2295,2731
136,10625,2376,2280
137,10949,3,1537
138,10241,-2868,987
139,10187,-4827,477
140,10125,-5033,333
141,10467,-3027,82
142,10527,-186,372
143,10461,2482,697
144,9057,4003,708
145,7217,3409,1006
146,6237,1447,944
147,5147,-1398,444
148,5023,-3365,-240
149,4745,-4504,-485
150,4795,-4121,-554
151,4367,-3698,-34
152,4781,-3135,39
153,4849,-2348,177
154,5057,-1111,301
155,5007,-809,-505
156,4753,-794,-509
157,4105,-688,-653
158,3543,24,-833
159,3221,1787,-703
160,1431,4428,-136
161,-125,5531,411
162,-2341,5568,673
163,-4995,3682,785
164,-7825,1482,184
165,-9053,-1401,-250
166,-10401,-3284,-985
167,-10703,-3008,-1428
168,-10897,-2170,-1262
169,-10593,-667,-728
170,-11259,869,-766
171,-11789,1787,4
172,-12361,2265,239
173,-12807,2806,316
174,-13405,2978,-49
175,-13779,2825,-597
176,-14205,3162,-1104
177,-14935,2671,-1152
178,-16017,1382,-1051
179,-16149,-336,-464
180,-15959,-1444,-314
181,-14779,-1493,328
182,-13735,-1220,-256
183,-12859,387,-200
184,-12533,1924,-488
185,-12961,3191,-932
186,-14365,3822,-1491
187,-15973,3580,-1897
188,-17407,1380,-1429
189,-18041,-942,-356
190,-17683,-1762,948
191,-17119,-924,2132
192,-16469,916,2836
193,-15119,1944,3244
194,-14113,1702,3516
195,-13955,1405,3413
196,-14175,1300,3026
197,-14719,1448,1882
198,-15473,1080,875
199,-15033,925,101
200,-14973,131,-153
201,-14931,106,307
202,-14113,796,603
