label,gx_mean,gx_std,gx_min,gx_max,gx_range,gx_energy,gx_zcr,gy_mean,gy_std,gy_min,gy_max,gy_range,gy_energy,gy_zcr,gz_mean,gz_std,gz_min,gz_max,gz_range,gz_energy,gz_zcr,mag_mean,mag_max,mag_std,mag_energy,gy_gx_energy_ratio
horizontal_shake,-42.28712871287129,1970.051837970203,-5193.0,4511.0,9704.0,3882892.4455445544,0.10945273631840796,-282.0495049504951,23133.344360992898,-32675.0,32803.0,65478.0,535231173.24752474,0.01990049751243781,-811.990099009901,3068.437087234772,-6507.0,5036.0,11543.0,10074634.079207921,0.06965174129353234,20926.288275043113,33429.166097885245,10548.893724086445,549188699.7722772,137.84341975829864
rest,3.477832512315271,140.1877110740763,-372.0,190.0,562.0,19664.689655172413,0.4900990099009901,-20.320197044334975,146.88902327465408,-193.0,361.0,554.0,21989.295566502464,0.5,-24.748768472906406,131.8486628208489,-199.0,377.0,576.0,17996.571428571428,0.4752475247524752,235.15181904418014,438.4848914158845,65.98620045478803,59650.556650246304,1.1182121839750778
rest,-18.84729064039409,147.51896039128457,-408.0,160.0,568.0,22117.064039408866,0.5247524752475248,-3.2660098522167487,155.0040462759319,-179.0,369.0,548.0,24036.92118226601,0.504950495049505,31.339901477832512,135.62672526060783,-127.0,440.0,567.0,19376.79802955665,0.47029702970297027,246.3032612756477,487.201190474736,69.75304105350202,65530.78325123153,1.086804339827216
vertical_shake,-9530.871921182266,16017.703432593942,-29731.0,18065.0,47796.0,347404342.8325123,0.01485148514851485,-715.743842364532,2641.473361703684,-5570.0,6472.0,12042.0,7489670.768472906,0.07920792079207921,1317.334975369458,5180.804436282393,-10317.0,8741.0,19058.0,28576106.044334974,0.019801980198019802,17554.151039821714,30636.32466533804,8678.819096884466,383470119.6453202,0.021558943988457174
rest,5.389162561576355,144.42787171753017,-374.0,180.0,554.0,20888.453201970442,0.4900990099009901,38.12315270935961,152.43847052651887,-163.0,385.0,548.0,24690.862068965518,0.400990099009901,13.22167487684729,133.64774346450963,-158.0,416.0,574.0,18036.532019704435,0.4801980198019802,242.63985550661823,571.3037720862693,68.86035005986987,63615.84729064039,1.1820340084653271
vertical_shake,-1445.7931034482758,14863.211220320256,-26492.0,22950.0,49442.0,223005365.47783253,0.024752475247524754,-381.35960591133005,2699.231029658589,-8577.0,5295.0,13872.0,7431283.300492611,0.12376237623762376,-398.37931034482756,4881.693983318091,-9430.0,12236.0,21666.0,23989642.22167488,0.024752475247524754,13879.38178252621,28104.974097123806,7860.601270569545,254426291.0,0.0333233385868077
vertical_shake,-1643.615763546798,19507.14060672122,-32746.0,32754.0,65500.0,383230007.4285714,0.034653465346534656,-32.17733990147783,3549.606859252172,-7175.0,10398.0,17573.0,12600744.236453202,0.12376237623762376,765.7044334975369,6555.511022028038,-10463.0,14064.0,24527.0,43561028.03940887,0.039603960396039604,17696.268685497012,35377.840521999075,11235.384030603107,439391779.7044335,0.0328803694705504
vertical_shake,1501.5686274509803,16691.52190426578,-29707.0,27995.0,57702.0,280861611.8235294,0.029556650246305417,-567.1029411764706,1993.9541423403036,-6661.0,4083.0,10744.0,4297458.867647059,0.14285714285714285,498.90686274509807,4618.035191035164,-9015.0,12899.0,21914.0,21575157.083333332,0.03940886699507389,15519.85271323204,31182.747633908082,8115.934914357921,306734227.7745098,0.015300983426482765
vertical_shake,-561.871921182266,14363.405012395157,-24440.0,22610.0,47050.0,206623103.60591134,0.0297029702970297,336.3546798029557,3133.940249903591,-6766.0,8683.0,15449.0,9934715.960591134,0.09405940594059406,50.16748768472906,2244.4805013001,-6698.0,6104.0,12802.0,5040209.497536946,0.1188118811881188,13238.86061067478,24522.637908675322,6806.658416224748,221598029.0640394,0.04808134127894741
horizontal_shake,610.6699507389162,1557.869235877041,-2998.0,3848.0,6846.0,2799874.3448275863,0.0891089108910891,-3275.911330049261,14951.5983837378,-24275.0,29256.0,53531.0,234281889.27093595,0.01485148514851485,266.5566502463054,2451.95666121276,-4287.0,5697.0,9984.0,6083143.916256158,0.06435643564356436,14034.37085525464,29395.79930874478,6797.156922508031,243164907.5320197,83.67585841976877
vertical_shake,-457.19607843137254,22588.693684525406,-32916.0,32520.0,65436.0,510458110.627451,0.034482758620689655,91.63235294117646,3495.602044577061,-7434.0,9720.0,17154.0,12227630.142156864,0.11330049261083744,-466.4019607843137,7768.287955527662,-17142.0,15167.0,32309.0,60563828.549019605,0.04433497536945813,21587.22485572821,36759.7879890513,10827.801824325083,583249569.3186275,0.023954228344274436
horizontal_shake,180.6305418719212,2216.8579363157464,-5724.0,5638.0,11362.0,4947086.502463054,0.07920792079207921,214.89162561576356,19859.606132350596,-32711.0,32723.0,65434.0,394450134.14285713,0.019801980198019802,-679.5960591133005,3261.642344378759,-8513.0,5239.0,13752.0,11100161.586206896,0.04950495049504951,18031.350017544464,33628.120464872845,9239.469615531318,410497382.2315271,79.73382594916592
vertical_shake,-643.5024630541872,13662.403403585666,-22127.0,19135.0,41262.0,187075362.182266,0.01485148514851485,-556.3103448275862,1840.72964148614,-5875.0,3434.0,9309.0,3697766.8128078817,0.1188118811881188,-50.477832512315274,1459.2043831398714,-3324.0,4035.0,7359.0,2131825.4433497535,0.11386138613861387,12975.65665440153,22215.94089837295,4953.5127763546725,192904954.43842363,0.0197661881803825
horizontal_shake,554.5665024630542,3234.827509164952,-4639.0,9509.0,14148.0,10771653.019704433,0.06930693069306931,-3330.1428571428573,23497.968907600236,-32684.0,32803.0,65487.0,563244394.2315271,0.019801980198019802,173.67980295566502,4441.7050193315,-10569.0,7673.0,18242.0,19758908.15270936,0.0297029702970297,21869.497256309693,34446.072214404936,10747.094731144958,593774955.4039409,52.289504053016934
