label,gx_mean,gx_std,gx_min,gx_max,gx_range,gx_energy,gx_zcr,gy_mean,gy_std,gy_min,gy_max,gy_range,gy_energy,gy_zcr,gz_mean,gz_std,gz_min,gz_max,gz_range,gz_energy,gz_zcr,mag_mean,mag_max,mag_std,mag_energy
horizontal_shake,40.241379310344826,1564.4983507563309,-3219.0,3929.0,7148.0,2449274.458128079,0.10396039603960396,-827.5123152709359,19264.359373529875,-30639.0,28318.0,58957.0,371800318.7044335,0.019801980198019802,-131.79310344827587,2369.50073861505,-4183.0,4749.0,8932.0,5631903.172413793,0.06435643564356436,17789.51297587887,30747.399467272026,7963.33626164389,379881496.33497536
horizontal_shake,226.2216748768473,1825.2721033733192,-3045.0,3933.0,6978.0,3382794.4975369456,0.08415841584158416,3130.6108374384235,16066.688184348526,-26004.0,26089.0,52093.0,267939193.42857143,0.019801980198019802,-389.10837438423647,1510.9650875000905,-3431.0,4255.0,7686.0,2434420.8226600983,0.0891089108910891,14896.616029557237,26216.952492614393,7200.502733608759,273756408.74876845
horizontal_shake,393.88235294117646,1759.1241876933523,-2462.0,6202.0,8664.0,3249661.2156862747,0.07881773399014778,2687.142156862745,15650.758184490598,-23517.0,24901.0,48418.0,252166964.72058824,0.014778325123152709,-344.1617647058824,1700.3268654356955,-3789.0,5076.0,8865.0,3009558.7696078434,0.09359605911330049,14663.440864088256,24926.146312657318,6588.60279052159,258426184.70588234
horizontal_shake,612.9261083743843,1808.8032920192927,-2986.0,4818.0,7804.0,3647447.763546798,0.054455445544554455,1333.8226600985222,17442.860082571784,-29060.0,30279.0,59339.0,306032450.74876845,0.01485148514851485,-66.17733990147784,1980.6793575233303,-4396.0,5139.0,9535.0,3927470.157635468,0.0891089108910891,16116.625089214129,30576.461355101248,7339.057460169156,313607368.6699507
rest,37.07843137254902,150.0123972834108,-347.0,211.0,558.0,23878.529411764706,0.5073891625615764,4.151960784313726,153.86925136544718,-166.0,383.0,549.0,23692.985294117647,0.5270935960591133,13.156862745098039,127.02533675764428,-134.0,173.0,307.0,16308.539215686274,0.5172413793103449,243.87364913994207,451.6259514244061,66.37542600041843,63880.05392156863
rest,18.284313725490197,153.64262566295676,-357.0,201.0,558.0,23940.37254901961,0.4433497536945813,-7.446078431372549,152.64778128646395,-181.0,371.0,552.0,23356.789215686276,0.5369458128078818,-18.176470588235293,128.82157532764526,-188.0,122.0,310.0,16925.382352941175,0.45320197044334976,245.04418417965354,435.14939963189653,64.62114141188712,64222.544117647056
rest,-9.650246305418719,163.25292667037175,-401.0,169.0,570.0,26744.645320197043,0.5346534653465347,16.0935960591133,146.49970530199315,-161.0,391.0,552.0,21721.16748768473,0.47029702970297027,-5.694581280788177,131.1283555744604,-156.0,418.0,574.0,17227.073891625616,0.38613861386138615,247.2102946385801,471.22606039988915,67.67537901049266,65692.88669950739
rest,-18.600985221674875,147.69524407435077,-386.0,166.0,552.0,22159.881773399014,0.49504950495049505,48.30541871921182,155.83607441431553,-146.0,405.0,551.0,26618.295566502464,0.5396039603960396,12.89655172413793,134.272108610355,-147.0,427.0,574.0,18195.320197044333,0.5099009900990099,248.19231125256772,564.8539634277164,73.308077126974,66973.49753694581
rest,-5.448275862068965,152.22582082742736,-386.0,178.0,564.0,23202.384236453203,0.5198019801980198,-25.763546798029555,154.56257441593146,-201.0,361.0,562.0,24553.34975369458,0.5198019801980198,7.58128078817734,130.59008571491765,-142.0,432.0,574.0,17111.24630541872,0.4900990099009901,245.4312053382865,490.6128820159536,68.04780482691858,64866.9802955665
rest,0.9408866995073891,151.8022970587639,-383.0,185.0,568.0,23044.82266009852,0.5247524752475248,-2.1724137931034484,149.0179505423047,-178.0,370.0,548.0,22211.068965517243,0.41089108910891087,2.960591133004926,134.4817764629683,-164.0,418.0,582.0,18094.113300492612,0.4504950495049505,243.50722786575426,456.1019622847505,63.672874155671174,63350.00492610838
rest,0.39408866995073893,144.14074390583022,-396.0,178.0,574.0,20776.709359605913,0.5148514851485149,-14.211822660098521,155.1244834881524,-184.0,366.0,550.0,24265.581280788178,0.5396039603960396,8.285714285714286,135.02532928903727,-155.0,416.0,571.0,18300.49261083744,0.5297029702970297,243.62530461897651,470.2722615677008,63.16244295894899,63342.78325123153
rest,30.591133004926107,136.5279715478571,-380.0,180.0,560.0,19575.704433497536,0.4752475247524752,30.75862068965517,145.18866904067252,-147.0,399.0,546.0,22025.842364532018,0.4603960396039604,-11.152709359605911,135.0137425227494,-179.0,397.0,576.0,18353.093596059112,0.5148514851485149,238.6380199449509,450.43645500780684,54.831886989615015,59954.64039408867
